,withinsub,betweensub
0,0.9116397911046177,0.5458149156821261
1,0.9489415941474171,0.5556464503544501
2,0.8876261015612301,0.6804910323825157
3,0.8189386014208089,0.5580884486673593
4,0.8736834024437068,0.354958619395609
5,0.9346834132094596,0.1514677542804372
6,0.9255438015405877,0.3116156803414743
7,0.9861811528220231,0.2872646062818658
8,0.9797934916735608,0.4068642729477039
9,0.9559272976398397,0.5235828820327901
10,0.9788450969121484,-0.04293955363361705
11,0.9933296719838107,0.949076924109044
12,0.9778598336178173,0.9230224125328749
13,0.9785401512760729,0.9166003898452597
14,0.9458407933827266,0.9143858990688964
15,0.9737978676322464,0.9227485589991747
16,0.9916060645222399,0.9190331889532701
17,0.9706480125089214,0.976578358978245
18,0.979215228567628,0.8858900458481268
19,0.986481870030244,0.9099930046448349
20,0.9813661615323426,0.604094549833479
21,0.9442183449521253,0.7127187585089938
22,0.988882336690132,0.6983094045918327
23,0.9529026255745852,0.7755551601618929
24,0.9101144825625599,0.8367318670376913
25,0.9790987529387749,0.9330182532168887
26,0.9473353381900035,0.8421444527598303
27,0.9734585770386088,0.8873885087876642
28,0.9055625807565433,0.9314721889801265
29,0.9512602293406168,0.9070493095221693
30,0.8906361266038755,0.8722699788893395
31,0.7312203503172199,0.5979264707583736
32,0.8259869110160425,0.8647028695806298
33,0.8644967540106899,0.8927199120044583
34,0.8987077068583234,0.7370890800726374
35,0.9244393909392682,0.6945597244924381
36,0.6372120340814352,0.8134827358012894
37,0.9285061833417528,0.48799158564657524
38,0.8784380260291482,0.7544891245601424
39,0.9082872244226625,0.7053331540209837
40,0.9081919079828555,0.6571088628730215
41,0.893481728378747,-0.3158805860025496
42,0.8855984511299374,0.28067123908013486
43,0.7429443983211277,0.3554477387396726
44,0.895402248616687,0.44917481537373966
45,0.9685316873211973,0.2914939047975029
46,0.986482087609286,0.029063146987256407
47,0.9662757434579011,-0.14157449393627447
48,0.9434872487021256,-0.030758947213135688
49,0.9030007592152335,-0.019493229325378385
50,0.9404300687104573,0.11243885012252304
51,0.9130189542859226,0.22979505419569232
52,0.8406536679134178,-0.37156710779397545
53,0.7645838586315826,0.8771679345476474
54,0.9031205075351558,0.7979479607858885
55,0.957256974666931,0.825721417550969
56,0.9380581474661844,0.7354773637004984
57,0.9098026698621821,0.7320661819005214
58,0.9203978172988582,0.7355500116180932
59,0.973347914941823,0.8345834984246578
60,0.923772259317383,0.9205464686974252
61,0.9172962184663674,0.9077513344479091
62,0.9716895611691357,0.7745297581942738
63,0.850974998839408,0.8827654854303915
64,0.7750316851610172,0.8275140558210052
65,0.9199255594665372,0.9345344756834892
66,0.9487714279835897,0.9558918885029437
67,0.8556460944634365,0.983853449892108
68,0.8455444640878684,0.9162640890568657
69,0.9127108680082483,0.8585753248405754
70,0.9408866972441822,0.9495186770253714
71,0.8733007007560484,0.916144271685916
72,0.8367031519154566,0.9325346751227549
73,0.8385428311742349,0.5869892238520517
74,0.9015332986091225,0.8836966897660821
75,0.9159640347305859,0.8518573811696115
76,0.8366769134828488,0.7624639520943537
77,0.8463724960881361,0.6493895825638949
78,0.8965009363574034,0.7797205468367556
79,0.9243479148680712,0.3608555832669968
80,0.9793102772275595,0.7379253712679846
81,0.939980398890668,0.6509744577803567
82,0.9621886499437595,0.761586964466051
83,0.9407903378950753,-0.5062041334290787
84,0.967961705526638,0.3231662325523918
85,0.9590736981219428,0.39331817772868066
86,0.9707675535725979,0.47666966755820517
87,0.8931392454557283,0.3271741112426079
88,0.8984785599829409,0.07964633545163875
89,0.8788261428747557,-0.10198675200013138
90,0.8102411135140138,0.035472290652703554
91,0.8398968636691279,0.0187805587047396
92,0.8623779605231768,0.15446552243752376
