sub107_1,sub107_2,sub107_3,sub107_4,sub107_5,sub107_6,sub107_7,sub107_9,sub108_2,sub108_3,sub109_1,sub109_2,sub109_3,sub109_4,sub109_5,sub109_6,sub109_7,sub109_8,sub109_9,sub110_1,sub110_2,sub110_4,sub110_5,sub110_6,sub110_7,sub110_9,sub111_1,sub111_2,sub111_5,sub111_7,sub111_9,sub112_1,sub112_2,sub112_3,sub112_4,sub112_5,sub112_6,sub112_7,sub112_9,sub113_1,sub113_2,sub113_3,sub113_4,sub113_5,sub113_6,sub113_7,sub113_8,sub113_9,sub114_5,sub114_7
-0.123766780618864,0.0765367203423493,0.00157792195234183,0.0877658510220047,0.0287427296137867,-0.0272004837867842,0.0808575183061219,0.0169289143168012,-0.136906869471175,-0.0678252338696707,-0.120287611819548,-0.213723448177998,-0.220265147457233,0.014985342501338,-0.163173395788449,-0.0992773226282436,-0.117122811624057,-0.138240324645244,-0.25633697292421,-0.225942330580133,-0.488099550276201,0.120686566351325,-0.074384141509566,0.0941722014356643,-0.0819880453342347,-0.0145860963060536,0.0264326998461158,0.164037685109767,0.0261786797925634,-0.00618390587601892,0.113719472203613,-0.0575717160692197,0.0638303195818271,0.0498432613882148,0.112863102952204,-0.0977009911979857,-0.17955095060986,-0.139160143964233,-0.109617200635715,-0.284987534786269,-0.376910001999433,-0.0463667295153734,-0.0262552725058504,0.000133693652083083,-0.0445439854078913,-0.163036596751769,-0.0785894761260064,-0.220975856358691,0.0142135714631934,0.0386175757182341
-0.124375943561445,0.0415995302083313,-0.0236088040221271,0.115012845676882,0.00860838011362842,-0.0460335638780683,0.041542840461636,0.0217829887822985,-0.0794186222114768,-0.204387935856247,-0.119980814212489,-0.188523796173829,-0.269132845636509,0.00575138227080256,-0.176940203537103,-0.113865187406715,-0.0949357115029573,-0.136609595097598,-0.237674470160535,-0.12606808595343,-0.349052040802411,0.112973768870115,-0.0165128620330884,0.0800039257151823,-0.0968663183451725,-0.0141259766465043,0.0162184932199194,0.120681420881299,0.0186749123697684,0.00776089753101997,0.0793319218513063,-0.0158484646958305,0.0749283648974158,0.0382893728433523,0.0883342258276079,-0.105781302486873,-0.195954664938423,-0.111798138118009,-0.101350192207482,-0.252752304077868,-0.370996170111485,-0.061210172905593,-0.0419153679509157,-0.101756947311984,-0.0197177846121329,-0.180697083865309,-0.0901204664524627,-0.204097599562299,0.022699223037347,0.0152306418573163
-0.120756219363611,0.0104590671727441,-0.0478155204492445,0.0847312487932877,-0.00703107180999525,-0.0597593468721577,0.00128069701079011,0.0294955521837835,-0.027181144512181,-0.246261332697559,-0.106338781807491,-0.158136837629259,-0.267315311452736,0.00328071040989963,-0.187414270197121,-0.122644296355928,-0.0698830567975282,-0.128410399433962,-0.21598792468861,-0.0598614754536536,-0.232849729486826,0.058446950372558,0.022608624487278,0.0631266808846984,-0.108071391870252,-0.018301585355521,0.00596600693583674,0.10732964861057,0.00596121575640011,0.0186609081489691,0.0499924173696426,0.0216848554078014,0.0743183671431533,0.0251239038599312,0.0781554495401733,-0.0914643740125173,-0.218335529308821,-0.148912845349439,-0.0849744942992565,-0.208685661648701,-0.362403881055468,-0.0843538168285093,-0.0371500798135311,-0.100607020591598,0.00107176413223349,-0.185113532426366,-0.123810262701162,-0.183885626521418,0.0239538814077663,-0.00631226225465582
-0.11627918298721,-0.0137291469482732,-0.0683269057001471,0.0259370611700567,-0.012917621297904,-0.0683946824604905,-0.0339025272024435,0.0371974810948078,0.0274596677924006,-0.212466575118487,-0.0872394034455975,-0.125998946054266,-0.233122359371777,0.00958111604837164,-0.187502890555942,-0.123238194326524,-0.0441033255268063,-0.115265269665601,-0.191075261580393,-0.0456722664435189,-0.158584873163424,-0.0124887436122014,0.0333177176076338,0.0417755504957091,-0.116896123471606,-0.0254453748161012,0.00249356195450782,0.0837207011938988,-0.0099299917489019,0.0274417408117913,0.0377455659856808,0.0411620232413624,0.0516520058680602,0.0127199204027538,0.0758040684943059,-0.0547125135020999,-0.232805327282211,-0.186462208542058,-0.0601534230555467,-0.172615396050641,-0.354490218710536,-0.10315709912087,-0.0228638371502392,-0.0625977869147738,0.00699689854819577,-0.176573346340348,-0.159648860590248,-0.160272485050879,0.0173205850584007,-0.0181997294055726
-0.11076256716844,-0.0189556586091925,-0.0858650375320718,-0.034518681294762,-0.00775719951571107,-0.070065986939126,-0.063748551831456,0.0355050666684288,0.0332001794753438,-0.144731656105515,-0.075466062976946,-0.104547578753791,-0.201826831565865,0.0219023837087726,-0.172311395238553,-0.115532237697847,-0.0292190664213463,-0.0998343528346605,-0.165454946378352,-0.0719997777182218,-0.133316059278377,-0.0290969724158863,0.0221417450892322,0.0236033752063453,-0.1215265970596,-0.0358866429714116,-0.00286230950261236,0.0185959818850353,-0.019960599273168,0.0244474270748103,0.0433954103175757,0.0495537644794834,0.00742321373783721,0.00652450813669289,0.0719023409360885,-0.0168934850241567,-0.227278509978242,-0.215132670274156,-0.0412760111365992,-0.154363661135497,-0.33639248682407,-0.114854910713815,-0.0183395323425412,-0.033604018642134,-0.00946924475275543,-0.15887509438243,-0.176221906043788,-0.144921760851629,0.0082751104754371,-0.0147729386631806
-0.106501370863147,-0.00514388971436907,-0.0958358822129787,-0.0631598909062996,0.00172705058217347,-0.0636282224971001,-0.0755684868321633,0.0240685359159841,0.0193205484831246,-0.0971229325146008,-0.0773679071920188,-0.0929472497371517,-0.179579999243118,0.030445682936574,-0.14862559320211,-0.0986460649276523,-0.0300118409875645,-0.0820985569327174,-0.140547546811821,-0.0985864208312476,-0.0919029900504906,0.00661508721328258,0.00688518287495857,0.00343344413794371,-0.125046805516282,-0.0409845649016909,-0.0100639183990561,0.035028426805895,-0.0243909122008725,0.0126082983354929,0.0597131637599233,0.0627020810921614,-0.0276136518875803,0.0107918353628805,0.0680816988768637,0.0080117915856072,-0.193729137076461,-0.208476602007535,-0.035418659841133,-0.146278285340176,-0.305914133391124,-0.114690144520268,-0.0314140649129049,-0.0527080844445094,-0.0391891726533252,-0.146141955200326,-0.162542580791697,-0.131315712905677,0.00575568409207128,0.00293852703840481
-0.0995972132941791,0.018898593192255,-0.0893918123975225,-0.0705392204859321,0.00812906203586104,-0.0529509206884786,-0.0724463195569186,0.00943153576915808,0.0112582071528999,-0.0864554185019008,-0.0847613018709207,-0.0907579106119417,-0.160054909531976,0.031400561630497,-0.122722420362151,-0.0786273124484189,-0.0400967945076743,-0.0659165033692249,-0.121037397891223,-0.0926675785856539,-0.0395222424746031,0.0673089508847567,0.0107476792774924,-0.0197573070555406,-0.126308800258591,-0.0353979298632456,-0.0176243193907635,0.0184012209781693,-0.0246228077915767,0.00239091827169005,0.0684184988467748,0.092120412574151,-0.0339506620948306,0.0207870893400252,0.0675155922679233,0.0123833576422408,-0.141600885217515,-0.189412177837513,-0.0370889667079656,-0.135367167352884,-0.263835930551512,-0.10583955785444,-0.0556818913927533,-0.0846644741547795,-0.0624524845802034,-0.141864448780893,-0.128145879725627,-0.112176490393749,0.00993209056573981,0.0227054143047922
-0.0876061597333641,0.0425054303670623,-0.0631667912483314,-0.0630615136537456,0.0139519614619434,-0.0397185491167728,-0.0523206284394382,-0.00109210442550087,0.0199465058610321,-0.088792688286572,-0.0887279885054367,-0.0760821870893669,-0.129091222533867,0.0222029269254209,-0.100490221150802,-0.0582592680438935,-0.0478432783438267,-0.0488003932337321,-0.105917384975608,-0.052983051378751,0.0129729614065593,0.0773506667010534,0.0383079854405179,-0.0392359475266876,-0.124062271828877,-0.0189808563229924,-0.0191810159219787,-0.00920834447852761,-0.0236713731352417,0.00311855574038033,0.0637353296084238,0.126191575522472,0.00351116151326945,0.0372763465752873,0.0791610490679975,0.0100030757113722,-0.0929037981329929,-0.162420768816324,-0.0328852387316924,-0.114892034605635,-0.213885951587539,-0.0888228021955277,-0.0729562377493639,-0.107106660045475,-0.0650828323751863,-0.142926152635687,-0.0990838652740149,-0.0861758421452106,0.0165662803182462,0.0229989220527427
-0.0641605176789591,0.0607488240914245,-0.0257514458827726,-0.0570574715188852,0.0266347094281899,-0.0248282036675123,-0.0249337471422438,-0.00261011875137774,0.0163728173216533,-0.0835186884552863,-0.0834934721088324,-0.0493908528173896,-0.0904328711311449,0.0101523845316865,-0.0821490973074861,-0.0410242258685953,-0.046304085505365,-0.0357750981318587,-0.0982313280917562,0.00265348757271476,0.0419432917595125,0.0358247166945005,0.0759135923614335,-0.0457333570765726,-0.119594606671764,0.00146033628870988,-0.00928998976742745,-0.0872149147006166,-0.0249663597670313,0.0130234899602864,0.049939636924723,0.15679587802509,0.0683628264425583,0.0577563737517779,0.102322179192916,0.0174285454138857,-0.0637160590221657,-0.137429682751288,-0.0214100726950231,-0.0904635118962237,-0.16071348527714,-0.0731257568858883,-0.067212494767026,-0.106376518640352,-0.0492222334997178,-0.136056644692154,-0.0857450894246619,-0.0578417102498543,0.0183937926708451,0.0138744756460379
-0.0239442190562498,0.0755542280583718,0.00387254970021862,-0.0487639377095415,0.0510635398398922,-0.00535821609922001,-0.00292763633452778,0.00119592744950016,-0.0157483487214741,-0.0515117563330074,-0.0702388104197483,-0.00997414679607487,-0.0560806643432463,0.00559143344076986,-0.062519745251267,-0.0221151279329256,-0.0356061278836066,-0.0250252395466466,-0.0957360498316152,0.0519947258284298,0.0424535733021002,0.00286636601840438,0.101800270449844,-0.0345424476865965,-0.111093701559323,0.0161008275311454,0.0138996298523837,-0.0423426238523538,-0.0219923346849636,0.0271625279961582,0.0346810307428086,0.171333782640852,0.131448579469488,0.0766407329805455,0.128519965275204,0.0349646043885409,-0.0612160567306769,-0.107206928297353,0.00396411517422127,-0.0721045557434481,-0.108625073576468,-0.0586704288683567,-0.0411547232054406,-0.0981494562262824,-0.0301241631437587,-0.125849148192472,-0.0877506645236546,-0.0310600609064214,0.0127377091043308,-0.00963357551363137
