0	-5.340882e-03	5.699299e+00
3.333333e-02	-5.061623e-03	5.700899e+00
6.666667e-02	-5.024137e-03	5.701114e+00
1.000000e-01	-5.155855e-03	5.700359e+00
1.333333e-01	-5.281379e-03	5.699640e+00
1.666667e-01	-5.304286e-03	5.699508e+00
2.000000e-01	-5.249831e-03	5.699820e+00
2.333333e-01	-5.193640e-03	5.700142e+00
2.666667e-01	-5.180775e-03	5.700216e+00
3.000000e-01	-5.017890e-03	5.701149e+00
3.333333e-01	-3.812286e-03	5.708057e+00
3.666667e-01	-2.367459e-04	5.728545e+00
4.000000e-01	5.713349e-03	5.762638e+00
4.333333e-01	1.168663e-02	5.796865e+00
4.666667e-01	1.486155e-02	5.815057e+00
5.000000e-01	1.460633e-02	5.813594e+00
5.333333e-01	1.268613e-02	5.802592e+00
5.666667e-01	1.127669e-02	5.794516e+00
6.000000e-01	1.123228e-02	5.794261e+00
6.333333e-01	1.199514e-02	5.798632e+00
6.666667e-01	1.262056e-02	5.802216e+00
7.000000e-01	1.267494e-02	5.802528e+00
7.333333e-01	1.235790e-02	5.800711e+00
7.666667e-01	1.207689e-02	5.799101e+00
8.000000e-01	1.203845e-02	5.798881e+00
8.333333e-01	1.217042e-02	5.799637e+00
8.666667e-01	1.229670e-02	5.800360e+00
9.000000e-01	1.232005e-02	5.800494e+00
9.333333e-01	1.226552e-02	5.800182e+00
9.666667e-01	1.220900e-02	5.799858e+00
1	1.219593e-02	5.799783e+00
1.033333e+00	1.221827e-02	5.799911e+00
1.066667e+00	1.227194e-02	5.800218e+00
1.100000e+00	1.249671e-02	5.801506e+00
1.133333e+00	1.325661e-02	5.805861e+00
1.166667e+00	1.492841e-02	5.815440e+00
1.200000e+00	1.752506e-02	5.830318e+00
1.233333e+00	2.061683e-02	5.848034e+00
1.266667e+00	2.367118e-02	5.865535e+00
1.300000e+00	2.642774e-02	5.881330e+00
1.333333e+00	2.896450e-02	5.895865e+00
1.366667e+00	3.149348e-02	5.910356e+00
1.400000e+00	3.414077e-02	5.925525e+00
1.433333e+00	3.688559e-02	5.941252e+00
1.466667e+00	3.963926e-02	5.957030e+00
1.500000e+00	4.250048e-02	5.973425e+00
1.533333e+00	4.617400e-02	5.994474e+00
1.566667e+00	5.164199e-02	6.025805e+00
1.600000e+00	5.857507e-02	6.065531e+00
1.633333e+00	6.463170e-02	6.100235e+00
1.666667e+00	6.741336e-02	6.116173e+00
1.700000e+00	6.680229e-02	6.112672e+00
1.733333e+00	6.481337e-02	6.101276e+00
1.766667e+00	6.354658e-02	6.094017e+00
1.800000e+00	6.365212e-02	6.094622e+00
1.833333e+00	6.445110e-02	6.099200e+00
1.866667e+00	6.501894e-02	6.102454e+00
1.900000e+00	6.500731e-02	6.102387e+00
1.933333e+00	6.467153e-02	6.100463e+00
1.966667e+00	6.441388e-02	6.098987e+00
2	6.440466e-02	6.098934e+00
2.033333e+00	6.454619e-02	6.099745e+00
2.066667e+00	6.466312e-02	6.100415e+00
2.100000e+00	6.467358e-02	6.100475e+00
2.133333e+00	6.461427e-02	6.100135e+00
2.166667e+00	6.456144e-02	6.099832e+00
2.200000e+00	6.455403e-02	6.099790e+00
2.233333e+00	6.457871e-02	6.099931e+00
2.266667e+00	6.460246e-02	6.100067e+00
2.300000e+00	6.460694e-02	6.100093e+00
2.333333e+00	6.461099e-02	6.100116e+00
2.366667e+00	6.470928e-02	6.100679e+00
2.400000e+00	6.507702e-02	6.102786e+00
2.433333e+00	6.581376e-02	6.107008e+00
2.466667e+00	6.674837e-02	6.112363e+00
2.500000e+00	6.756119e-02	6.117020e+00
2.533333e+00	6.816858e-02	6.120501e+00
2.566667e+00	6.884128e-02	6.124355e+00
2.600000e+00	6.988510e-02	6.130336e+00
