0	2.229119e-03	4.413004e+00
3.333333e-02	3.943166e-03	4.420551e+00
6.666667e-02	5.695786e-03	4.428268e+00
1.000000e-01	7.291070e-03	4.435292e+00
1.333333e-01	8.736299e-03	4.441656e+00
1.666667e-01	1.015041e-02	4.447883e+00
2.000000e-01	1.162526e-02	4.454377e+00
2.333333e-01	1.316580e-02	4.461160e+00
2.666667e-01	1.472325e-02	4.468018e+00
3.000000e-01	1.625619e-02	4.474767e+00
3.333333e-01	1.776008e-02	4.481389e+00
3.666667e-01	1.923914e-02	4.487902e+00
4.000000e-01	2.086232e-02	4.495049e+00
4.333333e-01	2.354800e-02	4.506875e+00
4.666667e-01	2.878305e-02	4.529926e+00
5.000000e-01	3.656625e-02	4.564196e+00
5.333333e-01	4.409616e-02	4.597352e+00
5.666667e-01	4.777305e-02	4.613542e+00
6.000000e-01	4.580283e-02	4.604867e+00
6.333333e-01	3.873187e-02	4.573732e+00
6.666667e-01	2.925722e-02	4.532013e+00
7.000000e-01	2.146063e-02	4.497684e+00
7.333333e-01	1.829000e-02	4.483723e+00
7.666667e-01	1.939128e-02	4.488572e+00
8.000000e-01	2.170293e-02	4.498750e+00
8.333333e-01	2.153555e-02	4.498013e+00
8.666667e-01	1.658549e-02	4.476217e+00
9.000000e-01	7.819858e-03	4.437621e+00
9.333333e-01	-5.857268e-04	4.400609e+00
9.666667e-01	-4.627701e-03	4.382812e+00
1	-3.861302e-03	4.386186e+00
1.033333e+00	-1.072391e-03	4.398466e+00
1.066667e+00	7.396294e-04	4.406445e+00
1.100000e+00	6.124377e-04	4.405885e+00
1.133333e+00	-5.133944e-04	4.400928e+00
1.166667e+00	-1.325373e-03	4.397353e+00
1.200000e+00	-1.076729e-03	4.398447e+00
1.233333e+00	9.980415e-04	4.407583e+00
1.266667e+00	6.028149e-03	4.429731e+00
1.300000e+00	1.377626e-02	4.463848e+00
1.333333e+00	2.133557e-02	4.497133e+00
1.366667e+00	2.529553e-02	4.514569e+00
1.400000e+00	2.495156e-02	4.513055e+00
1.433333e+00	2.254260e-02	4.502448e+00
1.466667e+00	2.078617e-02	4.494714e+00
1.500000e+00	2.073777e-02	4.494501e+00
1.533333e+00	2.169302e-02	4.498707e+00
1.566667e+00	2.247190e-02	4.502136e+00
1.600000e+00	2.253671e-02	4.502422e+00
1.633333e+00	2.213965e-02	4.500673e+00
1.666667e+00	2.178966e-02	4.499132e+00
1.700000e+00	2.174304e-02	4.498927e+00
1.733333e+00	2.190840e-02	4.499655e+00
1.766667e+00	2.206573e-02	4.500348e+00
1.800000e+00	2.209429e-02	4.500474e+00
1.833333e+00	2.202591e-02	4.500173e+00
1.866667e+00	2.195548e-02	4.499862e+00
1.900000e+00	2.193942e-02	4.499792e+00
1.933333e+00	2.196744e-02	4.499915e+00
1.966667e+00	2.199883e-02	4.500053e+00
2	2.200740e-02	4.500091e+00
2.033333e+00	2.199603e-02	4.500041e+00
2.066667e+00	2.174110e-02	4.498919e+00
2.100000e+00	2.013524e-02	4.491848e+00
2.133333e+00	1.547800e-02	4.471341e+00
2.166667e+00	7.753035e-03	4.437326e+00
2.200000e+00	-3.365829e-06	4.403174e+00
2.233333e+00	-4.132136e-03	4.384994e+00
2.266667e+00	-3.807437e-03	4.386424e+00
2.300000e+00	-1.316145e-03	4.397393e+00
2.333333e+00	5.163637e-04	4.405462e+00
2.366667e+00	5.772146e-04	4.405730e+00
2.400000e+00	-4.121685e-04	4.401374e+00
2.433333e+00	-1.225169e-03	4.397794e+00
2.466667e+00	-1.297176e-03	4.397477e+00
2.500000e+00	-8.860842e-04	4.399287e+00
2.533333e+00	-5.208588e-04	4.400895e+00
2.566667e+00	-4.703323e-04	4.401117e+00
2.600000e+00	-6.414146e-04	4.400364e+00
2.633333e+00	-8.055142e-04	4.399642e+00
2.666667e+00	-8.361038e-04	4.399507e+00
2.700000e+00	-7.654224e-04	4.399818e+00
2.733333e+00	-6.919920e-04	4.400141e+00
2.766667e+00	-6.749029e-04	4.400217e+00
2.800000e+00	-7.038478e-04	4.400089e+00
