sub001.m,sub002.m,sub003.m,sub005.m,sub008.m,sub009.m,sub010.m,sub011.m,sub012.m,sub013.m,sub014.m,sub015.m,sub016.m,sub017.m,sub018.m,sub021.m,sub022.m,sub023.m,sub027.m,sub028.m,sub029.m,sub030.m,sub031.m,sub032.m,sub034.m,sub036.m,sub037.m,sub038.m,sub039.m,sub053.m,sub054.m,sub055.m,sub056.m,sub057.m,sub058.m,sub059.m,sub060.m,sub061.m,sub063.m,sub064.m,sub065.m,sub067.m,sub068.m,sub069.m,sub070.m,sub071.m,sub072.m,sub073.m,sub075.m,sub077.m,sub078.m,sub079.m,sub080.m,sub081.m,sub082.m,sub083.m,sub084.m,sub086.m,sub087.m,sub088.m,sub089.m,sub090.m,sub092.m,sub093.m,sub094.m,sub095.m,sub096.m,sub097.m,sub100.m,sub101.m,sub102.m,sub106.m
-0.283698901667184,0.105387368865743,0.049961812739825,-0.100592114085187,0.0406008866371574,0.0548343669739706,-0.063739761569893,0.00526868656626593,0.107984678075838,-0.144463243039542,-0.0523627227306848,-0.0014897177367204,-0.0299370981976479,-0.393228792868816,0.281146071510181,0.415731268112744,-0.0269271300369819,0.0191862075638542,-0.154676614513131,-0.315558534555317,0.198539272114091,0.0911814944495868,0.0679431373249616,-0.187081440794439,-0.0578628018037441,0.283915942996532,-0.330793000411093,0.226566847687063,0.196955687808841,-0.0853458251420906,0.0291584670795332,-0.0486546937800658,0.0994336174708073,0.164850416845397,0.105641992542984,0.109198172222145,0.206580377098929,0.185405578701903,0.169365097298641,0.225780726507509,0.0812079710178255,0.271630577021766,-0.124597218892291,-0.505662485598064,0.0875341922351317,-0.0233426537670258,-0.123147177191656,-0.10587001768204,0.221798361290008,-0.0919022107971307,0.145721316980231,0.0346038854516757,-0.0231463241337018,-0.351653242740385,-0.332461864774653,0.0287819332515518,-0.0230675724635301,0.131630840856459,-0.429008721083747,0.0141574912962431,0.290230744037391,-0.255266702839389,-0.0582023053852695,0.583118705639294,0.295402065959548,0.00712103922280511,0.683838178593142,0.118232299678633,-0.217245499512453,0.073297596719204,0.0189932179747438,-0.0425539112651599
-0.274152569687003,0.111017550763427,0.0165327286683464,-0.0981176985777928,0.0453730740108871,0.0244205447319832,-0.0680021896773819,-0.00885843709255545,-0.0152309875792041,-0.0766690621448991,-0.035284454880465,-0.00344729895179905,-0.0627964028079635,-0.377743188267002,-0.0729064286314204,0.325891162159838,-0.0566134612591953,-0.0188023594054542,-0.173892119369313,-0.339938349521086,-0.0144220497655812,0.0589606049894652,0.0249972132126782,-0.143631336584185,-0.0475466926241623,0.271347302603075,-0.324288964676137,0.207967721346015,0.0309970889687971,-0.0453870049018768,0.0524810333501813,-0.076280167560673,0.0943520728638284,0.141992831345917,0.137635185230908,0.0850227936305281,0.192837579188019,0.181177730237426,0.132533747528843,0.0396126253530408,0.0696924512791233,0.257336280424737,-0.141814267131368,-0.402582768042183,0.0841691583186653,-0.00843675932370719,-0.18008695365422,-0.0423918864044988,0.204119468723208,-0.0709664840534991,0.114291519760445,0.0331312953010946,0.021875578676951,-0.205190911468646,-0.24330141772453,0.0499644199325942,-0.00877902080765223,-0.162801239247527,-0.381212272697525,-0.0101945143660609,0.248182037525074,-0.282177719920493,-0.0399936895441422,0.460568532917745,0.217987793982242,0.0148753936787536,0.609208799975848,0.0982269877573398,-0.224074258565027,0.0184835326759343,0.0343913890230917,-0.0315949655747078
-0.263936848819497,0.0979707091132864,0.00586494369375084,-0.07873476612135,0.0415529860352104,0.00962385525204375,-0.0580074872006638,-0.01902450352016,-0.0893049825075052,-0.0553184896091222,-0.0323366733150337,0.00577866531447647,-0.0827170572765673,-0.355863667120537,-0.243680794502062,0.256697813840237,-0.097041714611379,-0.0544094339421907,-0.191872372258892,-0.253072589986261,-0.0863171225297593,0.0445347726900047,0.0190393302176741,-0.099528287531544,-0.0174892927582662,0.261549527805968,-0.302866300397691,0.188871403715232,-0.125303214794482,-0.000500778376569244,0.0702000529672026,-0.0879984184191147,0.0766709587484015,0.106891050832544,0.148876393346006,0.0692023514108728,0.198585675107663,0.253367452358214,0.0906344533729128,-0.0946694667212381,0.0514469558849335,0.108142159645355,-0.150593113391373,-0.266225433092886,0.111865688974267,0.0286896714743629,-0.207871252060513,-0.0112270655799611,0.185948528234812,-0.0332427473066724,0.0872899109830383,0.04517725780959,0.0209713507436415,-0.108728431864561,-0.13884442067561,0.0539139314698035,-0.00296896919843147,-0.199199793644417,-0.358312653140729,-0.0484466407299118,0.195608006917518,-0.279074837226642,-0.0216044255111895,0.333577147668626,0.162122624671988,0.0094420181158467,0.522683516095454,0.100560157196695,-0.223970011368423,-0.0209670749914803,0.0623090423527789,-0.0536858760433357
-0.251333041862782,0.0836581020390291,0.0147555594665315,-0.0489732804156608,0.0296967265608574,0.0048190084731469,-0.0366619696523119,-0.0193607396645028,-0.112324990907003,-0.0685255055080608,-0.0512502658264809,0.0424589383517858,-0.0818536780812445,-0.315762055108553,-0.257358665963304,0.204338399594438,-0.143269471174964,-0.0784572903985465,-0.204812738357795,-0.0980472418882154,-0.0483654208358244,0.0411536825144138,0.0353350161290227,-0.0538872029652323,0.027309153386444,0.258514630388721,-0.265932701741808,0.17943869241071,-0.152487802809715,0.0299485229514944,0.0832434863814439,-0.0818755011882835,0.0444972014316473,0.0735924104973521,0.129184248511433,0.049186778312358,0.212078660847661,0.329926375804265,0.0459908452001996,-0.10507342381836,0.0301774778201717,-0.0168379377160238,-0.143172282297994,-0.125834369798267,0.160430323843245,0.0689089165858083,-0.190153928309287,-0.019890423471359,0.174932154101437,0.00705175869703517,0.0685333656837578,0.065118887070768,-0.00690240367878975,-0.0908843503386761,-0.0398244547428521,0.0596563776085933,-0.0084434223211313,-0.115186843126837,-0.364776980449324,-0.0925615054769055,0.145806281754655,-0.252310917497326,-0.00652711040352534,0.206068167716973,0.14533733850179,-0.00846828198042903,0.431432632634949,0.119760199682244,-0.215306781997233,-0.0394307633408637,0.0953320404850326,-0.106346157968505
-0.233244672856564,0.0602635171737921,0.0368775310368005,-0.0223542754407469,0.029746486402625,0.00460506544501051,-0.0124097178827137,-0.0176285319530614,-0.0938387855971271,-0.0923599875113486,-0.0853515084242105,0.0726758877507162,-0.045556841869389,-0.26236390892902,-0.119144994233739,0.167337252523727,-0.155281415784045,-0.070398278352125,-0.1846323621116,-0.0232664493378705,0.0223316436185989,0.0440256453437833,0.0214135996517662,-0.00965965976378152,0.0513575012924406,0.248087736721466,-0.223097539934938,0.164227553559788,-0.0830260796256198,0.0298802555766579,0.0906883211539184,-0.0725593164986883,-0.00182892849368937,0.0529723091318318,0.0691248557816993,0.01966352307056,0.215267917446483,0.317915837755577,0.0296007623164337,-0.0526412753137628,0.0178708182398977,-0.0383902217235223,-0.11974625658069,-0.0825934216578373,0.189232539249364,0.0887394421478508,-0.128033417766116,-0.0506840264754135,0.179934258199504,0.0273705162738962,0.0429102559947037,0.0848935615458569,-0.0316211600931666,-0.127373250110822,0.00537867876455931,0.072595496786931,-0.0194473727831519,0.00709209261405239,-0.373996103815872,-0.11954202365027,0.122897129533268,-0.206622528435306,-0.00399352642121535,0.0917844776211825,0.166854749379598,-0.0188709025207137,0.332637324515762,0.12863282045511,-0.202630350409922,-0.0362132135233755,0.113459787890176,-0.167610592291581
-0.214643329063944,0.0378801119097873,0.0600985374873358,-0.00346636565495266,0.0465390963489979,0.00387905005316246,0.00417968643849951,-0.0158801957698548,-0.0873578007939992,-0.0851660878108724,-0.108311029244436,0.0746391022140311,0.0130536532592517,-0.21290194292694,-0.0211981328263196,0.143787426024604,-0.116095472139644,-0.0310774787330955,-0.124854397522335,-0.0212224512391594,0.0403950655763476,0.0392741495343407,-0.0194020408134988,0.0253431333638887,0.0434601041279608,0.215113022310666,-0.176305994357199,0.137996528657915,-0.0132782350729656,0.00178436357475253,0.0943466713559183,-0.0664151556558584,-0.0406288670389727,0.0433775672830224,-0.0167926146992136,-0.0169083866101447,0.192488126653858,0.246071713007444,0.0354687186396851,-0.0282602720820949,0.0214269233415182,0.00761726340000839,-0.0870727061998952,-0.125116889725806,0.180906926895279,0.0755479024283342,-0.0413622814876233,-0.054268374605454,0.186696224084777,0.0271109245660934,0.015943814114393,0.0901943583449855,-0.0382803665716503,-0.158019821976337,0.0052137581442252,0.0981373834270032,-0.0271540783400538,0.0405471449857608,-0.359324508178806,-0.131638222431821,0.129008563776088,-0.142603318113155,-0.0160044816635713,-0.0080025504191437,0.215166904657238,-0.0244423537426628,0.236787939991481,0.117035186938269,-0.18421297713864,-0.0226280897481279,0.11182662788547,-0.208654659724893
-0.197174317111425,0.0203110081951719,0.0690744213927708,0.012442459513116,0.0649800789592779,0.00757062294729315,0.00653122576041267,-0.0123548987462657,-0.0862168624990588,-0.0566757477982255,-0.0957033599068115,0.0627579930392879,0.0783238237783325,-0.189667529702638,0.00130835662065572,0.101283125858825,-0.0601542079622665,0.0248446479773892,-0.0379184765601473,-0.0531955033699322,0.0092300037847937,0.02567702383909,-0.0569372751454058,0.0432584371998705,0.0225947698288132,0.155631083141973,-0.132464975461746,0.101002907455832,-0.00512076565272338,-0.0232528667734262,0.0937233247697188,-0.0649994430565795,-0.0578740324236445,0.0366671596049874,-0.0941335507038329,-0.0479783245312654,0.151009636089092,0.172040675944254,0.0404253382474675,-0.0454259075338202,0.0327730886483465,0.0791794253525025,-0.063594986549439,-0.160984210675694,0.154038219781856,0.0501794343329084,0.032047554531418,-0.0236836104208866,0.185716011719053,0.0281023310018747,0.0112523022822252,0.0887066839032504,-0.0399313988332926,-0.163461125180102,0.0131505423047205,0.105087554836078,-0.0257118369453421,0.0340264821699384,-0.318359797042521,-0.126688875434157,0.151493039215896,-0.069216716776443,-0.0305965228712325,-0.0645902863616134,0.254640424535881,-0.0259146770030132,0.149031786660258,0.0954868662521994,-0.164097988562928,-0.00611729725539352,0.100757126038349,-0.195596723979336
-0.180028302613708,0.00843629249222592,0.0616461788634878,0.0345974528586794,0.0644573020029351,0.0131405535079013,0.000674448566136675,-0.000826741407968323,-0.079860430436123,-0.0183308818006044,-0.0594588443978959,0.0512190935606998,0.132666005883328,-0.188776224238846,-0.0300493326681716,0.0393900369331092,-0.022232496930713,0.0649796000403004,0.0385256616078326,-0.0607453209107234,-0.0268222459859018,0.0094529861316863,-0.0556321087954533,0.0430465859867467,0.00149947793597979,0.0882405761418237,-0.0913685063380481,0.0681639929556683,-0.0338646570149246,-0.023762985341836,0.0895311595942405,-0.0554310999175642,-0.0565886614062267,0.024176346365938,-0.14332172607663,-0.0693650712180253,0.0887575244972983,0.142467101836045,0.0246509276434214,-0.0791106082134418,0.0381201043626481,0.133501563007052,-0.0520354125377159,-0.130368149353095,0.135840860459332,0.0317983857952811,0.0588032690918133,0.0247051026736283,0.171443286445902,0.0490469320751724,0.037165059445194,0.0874631148726425,-0.0648909814616276,-0.140786231134289,0.040511294070744,0.0838629081139539,-0.0233343838015107,0.0121014040793885,-0.285576127604729,-0.123015542020128,0.13799301582363,-0.0101173699760865,-0.0331067920268158,-0.0601028251458568,0.271034048202309,-0.0264744796863053,0.0852469219153389,0.0771884937512581,-0.143486218558489,0.0105217941776508,0.106355857153657,-0.14045167682755
-0.160707992884425,0.00292900129709105,0.0424131888354672,0.0644949014998367,0.039834850567252,0.0308671062396114,-0.00860519725128536,0.0233139849261609,-0.0478810561969896,0.0101072985895304,-0.0178882761893833,0.0527347482789608,0.168121394616383,-0.184927185541876,-0.0311092288857947,-0.0328061957943031,-0.00488913843289513,0.0814159984798536,0.0769290081864261,-0.0475231833047292,-0.035466100180085,-0.00203091394555059,-0.0275317682443315,0.034088074450396,-0.0027549228203634,0.0410264829159767,-0.0520014038183729,0.0469589574808831,-0.0543451642657291,0.0140427058522271,0.0830841484836441,-0.0475641303343534,-0.0541842258247307,-0.0096077293438481,-0.152724154546227,-0.0846096897170313,0.0253251947421013,0.148008033575501,0.0411853776795079,-0.0974190832364703,0.0350758330243261,0.167726842125835,-0.0470373026465552,-0.0358574657332332,0.144944954168889,0.0242843443542643,0.0499427571856564,0.0719471574900337,0.15551322482114,0.0905905846894467,0.0912837720607992,0.0911490778650266,-0.0981466566695474,-0.114418579459925,0.0814397241488705,0.0447803662891651,-0.0231577168811046,0.0289413785787175,-0.275789525787955,-0.126706009148047,0.0772940009886471,0.0149183891729837,-0.017651833878415,-0.0150043114413183,0.261954398415389,-0.021038997931806,0.0472292906350579,0.0747695412131953,-0.122125498602722,0.032261974988484,0.148708047393342,-0.0752101886502294
-0.132242883061846,-0.00834784291410563,0.0201446792554933,0.0937302638677439,2.13444476790087e-05,0.0546367296819396,-0.00643360711221197,0.0489309776660434,-0.0120139445574377,0.0224961136037308,0.00567292443729497,0.0482820187456991,0.179623787425543,-0.157517885342246,0.0069910255829664,-0.0773611563529479,0.00519033309007157,0.0734006484417556,0.0786263073152617,-0.018869102182815,-0.0166248897258126,-0.00904551250305047,-0.0112814360866311,0.0239526860585696,0.00665189054727555,0.0276841752790992,-0.0129854891187443,0.033668107527163,-0.0345330239655409,0.0727160149580763,0.0769523807877699,-0.0363981542309046,-0.0672465232452847,-0.0617586163956354,-0.135789073063717,-0.0960730588622359,-0.0280975277776959,0.151595451016771,0.040152366172952,-0.0963663848112843,0.0427194921429624,0.190246762877427,-0.0305459547953512,0.0677011622783297,0.17006495148816,0.0234713222666755,0.0256183916529212,0.0996799546925006,0.141063040473582,0.120519490403372,0.147490766841685,0.103709991115005,-0.105706451014903,-0.0737904309228759,0.112873163163508,0.0124082252835969,-0.0197110421010862,0.0566623066855579,-0.264369498998621,-0.125516174994149,-0.0208547875261051,0.0149307094225605,0.00902169191935808,0.0431249069526082,0.241753287656317,-0.0121256038225234,0.029140584475289,0.0755201870536028,-0.0992247081680105,0.0562153544373034,0.207362831808902,-0.0247488121009121
