subject,condition,amplitude,tmax,rt,n_targets,n_hit,n_miss,n_distractors,n_fa,n_cr,isi_power,oddball_power,powerSum
097,standard,0.050411010911879,-100,0.539360222628836,150,109,41,650,6,644,4.48849362648045,1.14690974057349,5.63540336705394
100,standard,0.175153007848336,2200,0.495311823973229,143,101,42,657,21,636,3.68720567612967,-0.609993501719291,3.07721217441038
101,standard,0.118017589434242,633.333333333333,0.558976587427177,144,85,59,656,17,639,3.37816246550339,1.49778931699352,4.87595178249691
102,standard,0.137132494593892,2866.66666666667,0.518015815866244,140,119,21,660,10,650,1.75225625001837,3.25080069511659,5.00305694513495
106,standard,0.0764366251909251,-366.666666666667,0.407158206342285,147,118,29,653,265,388,1.50527987092354,0.210080204893992,1.71536007581753
001,novel,0.38184901230368,2233.33333333333,0.562967899408088,138,90,48,662,3,659,5.66215580573317,0.801576508739021,6.46373231447219
002,novel,0.188087584151531,1566.66666666667,0,137,131,6,663,6,657,-1.21669075466724,5.00263161585697,3.78594086118974
003,novel,0.503027339522083,633.333333333333,0.58229570944992,142,122,20,658,13,645,-1.30507967787568,0.626637477028827,-0.678442200846854
005,novel,0.430906737998871,2933.33333333333,0.497179164908205,145,90,55,655,8,647,2.05285594556469,2.82904868889549,4.88190463446018
008,novel,0.368957648680379,1233.33333333333,0.47228018535329,146,133,13,654,2,652,3.84947848209552,2.01384236510383,5.86332084719935
009,novel,0.281351214118256,1433.33333333333,0.611342986231466,140,95,45,660,9,651,2.24315947400485,1.17997874847927,3.42313822248412
010,novel,0.245142214544176,933.333333333333,0.528486125493662,145,81,64,655,7,648,-0.538226899892811,2.79562733253073,2.25740043263792
011,novel,0.155672953140514,600,0.43187144770616,140,119,21,660,3,657,4.32512399004087,1.11849440367795,5.44361839371883
012,novel,0.388751297736579,2033.33333333333,0.394075941127895,143,133,10,657,2,655,5.75991525740491,4.79183853798565,10.5517537953906
013,novel,0.338321988919513,1433.33333333333,0.703034835260041,139,50,89,661,22,639,-1.55332560450442,0.608077606551119,-0.945247997953305
014,novel,0.389856388017731,1500,0.558223910675617,150,74,76,650,26,624,0.379454556161879,-1.31577608100483,-0.936321524842948
015,novel,0.438039185782597,966.666666666667,0.560221432718796,140,96,44,660,11,649,3.41208108395238,2.50231478413126,5.91439586808364
016,novel,0.26168707573398,666.666666666667,0.547473565126232,146,95,51,654,18,636,0.668158605190814,2.90734760288344,3.57550620807425
017,novel,0.480597606956418,733.333333333333,0.513609760801739,152,101,51,648,6,642,5.2442570211358,3.65485730531612,8.89911432645192
018,novel,0.358344138108228,1000,0.593204064079946,143,100,43,657,8,649,4.5489278491308,1.64007222131081,6.18900007044161
021,novel,0.315253269805472,766.666666666667,0.550490080520696,142,108,34,658,9,649,1.87589777795294,1.60333775883703,3.47923553678997
022,novel,0.457851089671341,1000,0.503534872456716,144,81,63,656,11,645,1.40724677071131,2.07708129074341,3.48432806145472
023,novel,0.216081135551825,2300,0.461842054403853,146,125,21,654,3,651,2.52716489250054,3.65037441890952,6.17753931141006
027,novel,0.427221473727026,1433.33333333333,0.538353951290594,146,86,60,654,12,642,2.41689807176629,3.06521383642557,5.48211190819186
028,novel,0.0702836795710611,900,0.61596213859555,144,57,87,656,32,624,1.25525053414501,2.04754902611386,3.30279956025887
029,novel,0.410696460130876,1200,0.604774614767839,146,97,49,654,16,638,-0.527234625505094,2.0514680223458,1.52423339684071
030,novel,0.276169594767322,1333.33333333333,0.527870719360587,145,123,22,655,10,645,1.78121274730322,3.83200080256524,5.61321354986846
031,novel,0.198507032230468,-833.333333333333,0.503414875308942,143,126,17,657,12,645,5.34186579562022,0.750582435833587,6.09244823145381
032,novel,0.112328536988512,1166.66666666667,0.600984889879243,145,86,59,655,56,599,1.25350772132933,2.07211916453685,3.32562688586618
034,novel,0.390260829023955,2566.66666666667,0.509735339657009,135,78,57,665,4,661,3.5457691369595,-0.428975929219573,3.11679320773992
036,novel,0.283215898966537,1333.33333333333,0.513680463050851,140,61,79,660,25,635,2.25470375647835,2.39941217212466,4.654115928603
037,novel,0.442943491690107,1233.33333333333,0.498866799483949,141,72,69,659,7,652,0.552700892447421,-0.512575383948608,0.0401255084988126
038,novel,0.19872215268224,2533.33333333333,0.522690464549907,148,107,41,652,1,651,1.23465232005157,3.15069185575071,4.38534417580228
039,novel,0.195873551388792,700,0.471121705877984,145,123,22,655,43,612,2.79471713430922,0.614659203059256,3.40937633736847
053,novel,0.791633416242033,1533.33333333333,0.509058358226163,142,84,58,658,7,651,3.23819200508812,0.393284134559916,3.63147613964803
054,novel,0.172152060207047,700,0.431372952885004,150,138,12,650,2,648,1.25479903705381,2.05953936546884,3.31433840252266
055,novel,0.502367073118384,966.666666666667,0.497616750378051,141,124,17,659,64,595,2.63268345170178,2.93386341769574,5.56654686939752
056,novel,0.114276611865956,700,0.479524329992138,141,108,33,659,11,648,0.177254073116343,0.567882167877152,0.745136240993495
057,novel,0.262377743539639,666.666666666667,0.527480709778266,141,108,33,659,13,646,3.26830194401335,2.49310803990625,5.7614099839196
058,novel,0.398887276705716,700,0.577342178141628,149,99,50,651,25,626,0.137786772686558,0.279713384168982,0.41750015685554
059,novel,0.606504770516888,3033.33333333333,0.661444202696381,146,56,90,654,16,638,1.08520595596787,1.41612429307607,2.50133024904394
060,novel,0.454977943895205,766.666666666667,0.497463323371007,141,105,36,659,8,651,5.41816960694022,5.02003820493349,10.4382078118737
061,novel,0.161573663746744,-966.666666666667,0.551656813202365,147,95,52,653,18,635,3.57174239226416,1.93185862167865,5.50360101394282
063,novel,0.107733602887819,3033.33333333333,0.58730658062708,145,86,59,655,0,655,3.50880959229508,5.0150498163747,8.52385940866978
064,novel,0.211009277315355,3033.33333333333,0.480484786569529,138,90,48,662,35,627,1.03300138865522,1.70690991713356,2.73991130578878
065,novel,0.268696816832205,3033.33333333333,0.407144236291267,146,141,5,654,1,653,2.62662849924977,0.555396979347317,3.18202547859708
067,novel,0.269545658789028,966.666666666667,0.501427399558856,143,108,35,657,5,652,4.83873283398617,5.22452352675484,10.063256360741
068,novel,0.402530944902014,1233.33333333333,0.542944323352363,147,105,42,653,2,651,5.00182424579773,4.00064357246787,9.0024678182656
069,novel,0.0660892384517738,-333.333333333333,0.431814958358154,148,120,28,652,33,619,5.10961578841621,0.137520300538864,5.24713608895507
070,novel,0.488079672078961,1500,0.467651202145805,143,95,48,657,15,642,3.94955093751502,-0.854991007494328,3.09455993002069
071,novel,0.445024251242457,1166.66666666667,0.477328078542766,145,103,42,655,44,611,1.26294944433187,1.59755674261892,2.86050618695079
072,novel,0.190709775421325,-133.333333333333,0.505730320202842,140,84,56,660,22,638,1.51289280602381,-0.364188236581963,1.14870456944184
073,novel,0.367160787260659,900,0.667411033644688,147,48,99,653,10,643,-0.0352942608444444,3.66212990686959,3.62683564602514
075,novel,0.127222607234991,700,0.461755115199199,142,106,36,658,40,618,0.376555534847306,3.29925792823071,3.67581346307802
077,novel,0.241097856308631,700,0.519643231383834,148,79,69,652,21,631,-0.213694555570801,0.406816111228503,0.193121555657703
078,novel,0.230234356634209,633.333333333333,0.510430424167391,143,85,58,657,6,651,4.49787595585635,3.27331132752669,7.77118728338303
079,novel,0.493997702719362,1200,0.462288364866569,145,127,18,655,3,652,4.58480367451024,4.60031675157833,9.18512042608857
080,novel,0.351870978105192,733.333333333333,0.571399441315757,149,52,97,651,131,520,0.956929200713414,-0.812701174038777,0.144228026674637
081,novel,0.445896169321076,1400,0.649855303797477,146,143,3,654,11,643,1.25574535479339,1.82533206085803,3.08107741565142
082,novel,0.382670286630569,666.666666666667,0.56671739976709,138,105,33,662,58,604,4.7145645628092,2.14130940462732,6.85587396743652
083,novel,0.207844700026328,-966.666666666667,0.475027546407391,137,106,31,663,10,653,4.54632458406348,0.611847975693186,5.15817255975667
084,novel,0.156088481569638,-966.666666666667,0.609384293736118,143,41,102,657,45,612,1.25555673241278,2.05185169244645,3.30740842485922
086,novel,0.149727523875285,-633.333333333333,0.367304868124716,146,138,8,654,21,633,2.66217509850793,2.68312254886604,5.34529764737397
087,novel,0.507428159461451,2133.33333333333,0.280071628762862,142,142,0,658,548,110,4.44985435368166,2.20487838335925,6.65473273704091
088,novel,0.657288452742022,1533.33333333333,0.337041257491211,142,142,0,658,7,651,2.61816212350328,1.86795284029657,4.48611496379985
089,novel,0.356162491087661,1700,0.498369125310481,134,56,78,666,13,653,-0.874817872093457,0.0782681057083153,-0.796549766385141
090,novel,0.218418724121808,733.333333333333,0.614376304774649,144,63,81,656,5,651,2.60189758054638,2.68115190750947,5.28304948805584
092,novel,0.172463292770873,2433.33333333333,0.394093996752053,145,130,15,655,1,654,-0.872124112031237,-0.714973554011881,-1.58709766604312
093,novel,0.116631614184559,-633.333333333333,0.453651951893384,139,74,65,661,2,659,0.784122632232571,3.46286249028253,4.2469851225151
094,novel,0.264774905083853,600,0.506288494694593,144,92,52,656,12,644,0.231663632679181,5.71591709765526,5.94758073033444
095,novel,0.132730184945434,1366.66666666667,0.574290100477058,145,87,58,655,36,619,0.653018291442756,0.625661668701192,1.27867996014395
096,novel,0.240410491112087,-900,0.428939370092537,139,105,34,661,3,658,2.65158764173052,3.00605910605768,5.6576467477882
097,novel,0.481892489799511,1166.66666666667,0.539360222628836,150,109,41,650,6,644,4.48849362648045,1.14690974057349,5.63540336705394
100,novel,0.232993747989359,966.666666666667,0.495311823973229,143,101,42,657,21,636,3.68720567612967,-0.609993501719291,3.07721217441038
101,novel,0.596597920927928,1800,0.558976587427177,144,85,59,656,17,639,3.37816246550339,1.49778931699352,4.87595178249691
102,novel,0.160183533327522,2966.66666666667,0.518015815866244,140,119,21,660,10,650,1.75225625001837,3.25080069511659,5.00305694513495
106,novel,0.165869136740178,666.666666666667,0.407158206342285,147,118,29,653,265,388,1.50527987092354,0.210080204893992,1.71536007581753
