sub001,sub002,sub003,sub005,sub008,sub009,sub010,sub011,sub012,sub013,sub014,sub015,sub016,sub017,sub018,sub021,sub022,sub023,sub027,sub028,sub029,sub030,sub031,sub032,sub034,sub036,sub037,sub038,sub039,sub053,sub054,sub055,sub056,sub057,sub058,sub059,sub060,sub061,sub063,sub064,sub065,sub067,sub068,sub069,sub070,sub071,sub072,sub073,sub075,sub077,sub078,sub079,sub080,sub081,sub082,sub083,sub084,sub086,sub087,sub088,sub089,sub090,sub092,sub093,sub094,sub095,sub096,sub097,sub100,sub101,sub102,sub106
-0.311183568227234,0.0178766003170589,0.0618657554016655,-0.144529930362099,0.0565579113072162,-0.076810914285022,0.0366633591278748,0.0565500373859574,-0.105745220882007,0.32058050500015,-0.00935451855063104,-0.0921317948647858,-0.0541629579900206,-0.114738799614209,-0.0173482243937297,-0.0745348212671186,-0.0742653527124904,-0.173373166248867,-0.128535907226162,0.0250657694989823,-0.126778856307744,-0.00971557576838458,0.10388037293195,-0.152588343476563,0.318250376328105,0.106198574376135,-0.100355095076751,-0.0930248523143404,-0.0494518982675272,0.149202585016926,0.0293012873581553,-0.0151269707758559,-0.0657118671551126,-0.0729801125471259,0.0672751854134555,-0.185002740996322,0.128925777341718,0.0319470866975329,0.0127769098748821,-0.0446914061998403,0.00384831380223964,-0.11198511531421,-0.0207114409523071,0.0799740794543325,-0.0430770045556358,0.0436859104606756,0.0426099591728417,-0.0413879640297527,-0.0421988175527529,0.0187806543637706,0.0250440973093802,-0.164764843245602,0.231006231156304,-0.0219780993057673,0.0285979624444943,0.225776280733856,0.0222523219890439,-0.136883457983597,-0.234251936746062,0.0702949924892552,0.124058909629986,-0.195693096928114,0.0847130260784016,0.317315321501368,0.0560811624245256,-0.101317326638205,0.154343813433558,0.117367594663536,-0.356044531567394,0.062298241909181,0.112846832993837,-0.0356883578557718
-0.295126653986656,0.113618983096215,0.0626948962589105,-0.133582433571655,0.0202472358003767,-0.0271946762482481,0.0387656868166813,0.0269586594907815,-0.135932447258947,0.264757226849743,-0.00671038709664426,-0.125753542354941,-0.073867867578585,-0.123469584253195,0.00642398508412535,-0.18906359977822,-0.00117006811016142,-0.173879119839968,-0.132547416978026,0.0182493904903657,-0.120715112706557,-0.00675077296313142,-0.0617699464577667,-0.149092326020536,0.216769328831119,0.0912226590807983,-0.0844636669634922,-0.0964803759266539,-0.0518965821191155,0.160381558200497,0.0471750488673785,-0.0577157999306499,-0.0290628878972365,-0.0874251876429009,0.06688943092723,-0.181041191505454,0.122731579629517,0.0398475796601134,-0.0119038020302882,-0.100461761663148,-0.00690849072617116,-0.112728589595885,-0.0102973444835754,0.0638294300206059,-0.0599645194741749,0.0511109044497116,0.0578533448527443,-0.0256456996085808,-0.0430742267511822,0.0202131468355075,0.032127079672987,-0.136214903001353,0.221905356184532,-0.0463271669332933,0.0133169624812501,0.228302190645757,0.0401716379622494,-0.118207276561104,-0.230878378886278,0.0607580085162167,0.105657101526372,-0.19614933403756,0.107443681362194,0.297254273042858,0.0610106643594618,-0.147830944227668,0.147068330875879,0.0848560616859214,-0.37198855184446,0.0685008468018553,0.158443379566736,-0.0348439128201143
-0.275303771056485,0.138350661564895,0.0485836639851221,-0.120292234312162,-0.00381800380890508,0.0626769423985522,0.049612453648804,0.0072604001805609,-0.149271218228409,0.184733560025509,-0.0153910684884227,-0.156119682495496,-0.0809388315065616,-0.124967613949589,0.0187722427437644,-0.208111944219373,0.0362419360266325,-0.173631147991565,-0.121022685371729,0.0152117165563364,-0.0939970846465686,-0.00596426980850874,-0.131790606284094,-0.141752681531768,0.130553676713476,0.0740577933821496,-0.074349577822664,-0.104529905146089,-0.0369547417347746,0.176384176289118,0.0602013100008079,-0.0867740388914327,0.00840697787830492,-0.0950575419627679,0.0614716603049533,-0.128010217271321,0.112700743920269,0.0441017201172965,-0.0246157239173568,-0.170439667380527,-0.0382803987762885,-0.115601614419148,-0.00605405463903038,0.0479807856658468,-0.0604098766343783,0.047124605004101,0.0598316871604538,-0.00799866208111656,-0.0441877885082577,0.0423185785867038,0.0305110615813182,-0.0845928395053608,0.211786661186541,-0.0255019749003339,-0.00440523358382921,0.212393551455381,0.048855659341578,-0.0936665125338451,-0.220719105643355,0.0452483200327348,0.0883629912031084,-0.203921243724336,0.109900996047257,0.272219549453975,0.0663902742192938,-0.14926542695743,0.138773140471982,0.0703640738597489,-0.331395187071939,0.0731113542756979,0.120474214438265,-0.0195472753038826
-0.256861992647943,0.085211615759516,0.0276667322804084,-0.105527675440818,-0.00659302902608208,0.11558807035603,0.0604068882915707,0.0310442439528873,-0.144588731138565,0.110270724277403,-0.0304895590456278,-0.16799762753298,-0.0733342363586882,-0.112315767855389,0.00936303054939964,-0.153635148131289,0.0214959914529385,-0.165492804303923,-0.0941813661250246,0.0138679734223741,-0.0561829739649483,-0.00654281060323132,-0.117485096941967,-0.131900845684917,0.126159965378642,0.0544399786852728,-0.0709219802214451,-0.110887184901791,-0.00718994097736644,0.202102801397828,0.0678150282786631,-0.103649467591867,0.0362296978889185,-0.0890417921737349,0.041078852654109,-0.0466560978035982,0.099560472663125,0.0344906584221829,-0.0229474681912873,-0.156495645328354,-0.0579701320573697,-0.111299833137185,-0.00378760518738734,0.0431735541524844,-0.0520434253313207,0.0282048794717871,0.0537871895447799,-0.00174383795125941,-0.0548713867102807,0.0703015540859884,0.0264284159455348,-0.0422570262611138,0.199794156355963,-0.0402378562814729,-0.0210365547432674,0.169286762872037,0.0514086506234189,-0.0644081707569382,-0.199184895778056,0.029464862624322,0.0708590988977849,-0.21927474041026,0.0954511449777549,0.234585265562735,0.0697190839946953,-0.124039493780578,0.126709609498902,0.0727728614094853,-0.300345054528279,0.0786726161445033,0.0570381079562704,0.00539726319271336
-0.231433398905171,0.0236236206741723,0.013797652648648,-0.0841374843807146,0.0122894472124795,0.0985778086692769,0.0619327375446516,0.0795513112000358,-0.143216250038789,0.0861953158926874,-0.0424676556900393,-0.159726289318268,-0.0487982272329991,-0.0824227851951853,-0.0104129377721953,-0.103554570837941,-0.0123883391742803,-0.149057788836152,-0.061503759156728,0.0144317562411556,-0.0209532801157916,-0.00488263920226178,-0.0336827978419087,-0.122204305000119,0.155895514224537,0.0335140273439208,-0.065971699591794,-0.102174308735487,0.0244895906321821,0.234521318880648,0.0738684855788935,-0.114350524671926,0.0373223327569114,-0.0706038166917211,0.00868973251606751,-0.0195661731287502,0.090515752842961,0.0195762354054983,-0.0197125447560569,-0.110216573709332,-0.0514132166909336,-0.0886419149985385,0.000978425927237925,0.0448031720868483,-0.0432081676911915,0.00158228964839691,0.0472045896186994,-0.0118652706250012,-0.0733856159880561,0.0791490626630307,0.0208090479167066,-0.0282448072786003,0.17641665279153,-0.0306182042942777,-0.0323151682608588,0.114161728303356,0.0605468177885637,-0.0360846670181527,-0.179312860586509,0.0200610151711865,0.0466116343708529,-0.222408047659053,0.0640736113510908,0.181029064795845,0.0702855119250388,-0.118055360494854,0.109764959063759,0.0890040844124862,-0.280918410797867,0.0867972748105009,0.0218987814130419,0.0170511363162164
-0.202709706794052,-0.00363815086567834,0.0110671480637746,-0.0546309334078182,0.036978171309216,0.0447977717066556,0.0392673675661466,0.130832179961993,-0.138681180642759,0.0851108282479952,-0.040463508966205,-0.137863918395199,-0.0135748393228873,-0.0461094678310415,-0.0303869991126276,-0.0957536365094266,0.0097395458405396,-0.12621757345528,-0.0330293136699784,0.0179346384126769,-0.000135265736753033,-0.000253250787733809,0.021193473605311,-0.113727268498127,0.163342624583656,0.0237917476685682,-0.0579923939520643,-0.0784928792924822,0.0505824996838907,0.257305676101521,0.0830916985745836,-0.12329152511453,0.0239391525045695,-0.0489862932013838,-0.0213740319901911,-0.0489609143771022,0.0831448748080652,0.00346159040572811,-0.020245399854791,-0.100670393281074,-0.0262678802091314,-0.0482994545148981,0.00782304378569845,0.0447294653668568,-0.0490324275643419,-0.0196483940483343,0.0451157113965601,-0.0422853752365915,-0.0944179091839624,0.071617663876642,0.0217654988942627,-0.0309879584727611,0.14233382106728,-0.0253165898614811,-0.0395167957350833,0.0676377313025055,0.0730661072802013,-0.0118944839123151,-0.168527229799085,0.0249553392196897,0.0135559963373147,-0.19782217163517,0.0321655116485298,0.12426106852358,0.0683912551502094,-0.100567446942352,0.0905831218854334,0.100988179450266,-0.26487915252305,0.0995053206241353,0.0176413124672909,0.0147491526025723
-0.176053117249818,0.00827790212129236,0.0158915380745914,-0.017245519256181,0.0535738896665359,0.00446038145243406,-0.00223527316944524,0.16089874708172,-0.117674937433254,0.0889065798054443,-0.0332352159592634,-0.114768322225465,0.0195658162421198,-0.0178898600108529,-0.0397495525582695,-0.113730143800186,0.0331986946530993,-0.110521512394974,-0.0124037694728699,0.020308017392755,-0.00859313240609235,0.00243111129070454,0.0370733227835534,-0.100573640626617,0.121131650678109,0.0405247873956173,-0.0477518203688779,-0.0520536799464393,0.070827069192832,0.25621893149946,0.0975301792823563,-0.130274870401013,0.0220251786565186,-0.0289908345178655,-0.0393993866827324,-0.0939836188407649,0.0750082130917031,-0.00643836908352029,-0.0226578241125352,-0.12865725640101,0.00690603189924277,0.00150587608988631,0.0101428773801885,0.0386300107516096,-0.0652901822272351,-0.0264792560050736,0.051637461812915,-0.0704628072075603,-0.108191308716404,0.0620931773347733,0.0308626928295406,-0.0190734148254909,0.10216440507816,-0.0150985400600441,-0.0422526198389484,0.0297023450102914,0.087670301263242,0.00608332772646251,-0.16911742492012,0.0389398137538343,-0.0248506408171458,-0.148968789096811,0.0160898934427723,0.0752623461898162,0.06721982352227,-0.0671171526521937,0.0772699862196389,0.103670938448136,-0.263252775497262,0.114759182001699,0.0217691241468149,0.00607863635743223
-0.154495541110043,0.0281750055222284,0.0210388272691379,0.0222807038990132,0.0474493989948083,0.00704943668416847,-0.0499662074407481,0.173009997492145,-0.0713366260010667,0.0661030253690769,-0.0314056690026344,-0.101467888231505,0.0434603836683705,-0.0136480334036799,-0.0364077566885496,-0.122335553578957,-0.0133492992969447,-0.104032247578417,0.00123454538213409,0.0185426077242588,-0.0290073511553632,-0.00164663680716712,0.0101095927825455,-0.0819385636375404,0.0486676949902304,0.0799232166357648,-0.0369301779879249,-0.0303245104995903,0.0904727744911599,0.239779338173472,0.113418523018244,-0.129039231939372,0.0341764266338562,-0.00921946946569064,-0.0472066286414985,-0.112509268622592,0.0644609777817814,-0.00362163578006713,-0.0181558503600532,-0.156987250702491,0.029565014547844,0.0484199349505605,0.00561403175787389,0.027878058518116,-0.0769416070086806,-0.0205297670423686,0.0674205488226025,-0.0844558999671535,-0.10633924568465,0.0664572567444607,0.052428190097792,0.0191996066256405,0.0785473017606412,0.0888673965423677,-0.0335407285666092,0.00347608264204816,0.0963330110488686,0.0250552576086087,-0.163700746515695,0.0423936174232523,-0.0584282411095307,-0.101343426620975,0.0152188919466635,0.042876212380605,0.0683768794546123,-0.0116648575200951,0.0737001218350135,0.100487155500222,-0.235132552669779,0.130001289131536,0.0147998556163722,0.012477178083991
-0.130268124628761,0.0349340642630663,0.0213485858975426,0.0530173018791937,0.026470460870797,0.0413586443872955,-0.0258289809384335,0.173537223957332,-0.0190035142918032,0.0261772450486641,-0.0357057546601808,-0.0956500884554008,0.0583258912561839,-0.0295306643571174,-0.0210808781159047,-0.100397680147916,-0.0761698551796323,-0.10644603907579,0.014951753484692,0.0148835841618382,-0.0437814291839082,-0.00513349574155826,-0.0153587968345497,-0.0612665799583276,-0.0169705624421596,0.124742161258386,-0.0222078388427105,-0.0182887352215857,0.109975672361367,0.279040626175914,0.128557258730566,-0.116274717878318,0.0487332153897648,0.010138907525102,-0.0569007032269538,-0.0981370633384633,0.052323032287791,0.00835320783384957,-0.00766310463087143,-0.177518030169678,0.0424296847315244,0.0819102921411229,-0.00719597354082402,0.0242621256144116,-0.076867723338806,-0.00826601950484921,0.0858364193480098,-0.0901903035425852,-0.08928921281319,0.0807198721077518,0.0841733286112237,0.0777921178673433,0.081299038964957,0.095626163337544,-0.0119004927299269,-0.0270943810015633,0.0948080508460352,0.0476880244118713,-0.137846379831938,0.0246198312810243,-0.0737458026885626,-0.0719140576689597,0.0225601110393404,0.0270101443079547,0.0725807731876346,0.0326884593658927,0.0846593933160271,0.101762532979264,-0.198653356961243,0.142735929383109,0.00211694477316412,0.0322165781724876
-0.109564371961542,0.0284301111094416,0.0180541924748874,0.0695370373526512,-0.00023412251754649,0.076021264502628,-0.0134662115681487,0.168542320957319,0.0024150602134639,-0.0178100247303739,-0.0441729566088028,-0.092948666844046,0.0643773654127457,0.00726803433943366,0.00434136631410451,-0.0568725040440946,-0.0687977543246374,-0.105974694066358,0.0320618297697861,0.0176991907023496,-0.0281193015934116,-0.00190354713277865,-0.0196202772062774,-0.0410010216528649,-0.0514394307061147,0.139947815238078,-0.00134887629265785,-0.0136956177444472,0.129593170260837,0.219026238995804,0.138556171510352,-0.0929168977217498,0.0557344765134195,0.0336902363500512,-0.0700433702036221,-0.064727559609979,0.0416899724916542,0.0161186587531175,0.00419455611057466,-0.170651933121082,0.0490417004594076,0.101671422198682,-0.0272450680321271,0.0306598254216018,-0.0628340764489428,0.00283812015888882,0.109918453659566,-0.0960657608200069,-0.0696323980284577,0.096521439524231,0.119907645124128,0.143460654811215,0.108063608071956,0.0153712568748418,0.0193368534559428,-0.0588667580195485,0.087040137041608,0.0741943180757707,-0.0924358081650663,-0.0168605157308533,-0.0718365471381327,-0.0633985015483079,0.0281891841736641,0.0277144390304778,0.0723092760486883,0.0493320987768837,0.0990230518620685,0.11559544522907,-0.158359524261738,0.152575229992321,-0.00879140182274549,0.0501212486647822
