subject,condition,amplitude,tmax,rt,n_targets,n_hit,n_miss,n_distractors,n_fa,n_cr,isi_power,oddball_power,powerSum
014,omission,0.200960214448699,33.3333333333333,0.558223910675617,150,74,76,650,26,624,0.37945455616188,-1.31577608100483,-0.936321524842946
015,omission,0.554224084258984,1033.33333333333,0.560221432718796,140,96,44,660,11,649,3.41208108395238,2.50231478413127,5.91439586808365
016,omission,0.568984892405258,3033.33333333333,0.547473565126232,146,95,51,654,18,636,0.668158605190816,2.90734760288344,3.57550620807425
017,omission,0.450189283467386,2100,0.513609760801739,152,101,51,648,6,642,5.2442570211358,3.65485730531612,8.89911432645192
018,omission,-0.0637720620909746,2066.66666666667,0.593204064079946,143,100,43,657,8,649,4.54892784913081,1.64007222131081,6.18900007044161
021,omission,0.371901922270602,1133.33333333333,0.550490080520696,142,108,34,658,9,649,1.87589777795294,1.60333775883704,3.47923553678999
022,omission,0.273794741192869,2366.66666666667,0,137,131,6,663,6,657,1.40724677071131,2.07708129074341,3.48432806145472
023,omission,0.976566085514837,966.666666666667,0.461842054403853,146,125,21,654,3,651,2.52716489250055,3.65037441890953,6.17753931141007
027,omission,0.632014232740648,866.666666666667,0.538353951290594,146,86,60,654,12,642,2.41689807176631,3.06521383642557,5.48211190819188
028,omission,0.358425264161917,1066.66666666667,0.61596213859555,144,57,87,656,32,624,1.25525053414501,2.04754902611386,3.30279956025887
029,omission,0.484096431379863,633.333333333333,0.604774614767839,146,97,49,654,16,638,-0.527234625505109,2.0514680223458,1.52423339684069
030,omission,0.0216301383842009,166.666666666667,0.527870719360587,145,123,22,655,10,645,1.78121274730322,3.83200080256524,5.61321354986846
031,omission,0.526434956812644,1433.33333333333,0.503414875308942,143,126,17,657,12,645,5.34186579562023,0.7505824358336,6.09244823145383
032,omission,0.292841353739334,3033.33333333333,0.600984889879243,145,86,59,655,56,599,1.25350772132932,2.07211916453685,3.32562688586617
034,omission,0.458820001419214,1433.33333333333,0.509735339657009,135,78,57,665,4,661,3.54576913695949,-0.428975929219573,3.11679320773992
036,omission,0.0112214497216027,733.333333333333,0.513680463050851,140,61,79,660,25,635,2.25470375647835,2.39941217212465,4.654115928603
037,omission,0.403615893504215,1466.66666666667,0.498866799483949,141,72,69,659,7,652,0.552700892447422,-0.512575383948608,0.0401255084988141
038,omission,0.651142032693037,1400,0.522690464549907,148,107,41,652,1,651,1.23465232005157,3.15069185575072,4.38534417580229
039,omission,0.467374347310337,700,0.471121705877984,145,123,22,655,43,612,2.79471713430922,0.614659203059257,3.40937633736847
053,omission,0.487733404539573,1866.66666666667,0.509058358226163,142,84,58,658,7,651,3.23819200508812,0.393284134559913,3.63147613964803
054,omission,0.560990742651212,733.333333333333,0.431372952885004,150,138,12,650,2,648,1.25479903705381,2.05953936546884,3.31433840252265
055,omission,0.479383898095198,966.666666666667,0.497616750378051,141,124,17,659,64,595,2.63268345170179,2.93386341769574,5.56654686939753
056,omission,0.015908869658496,900,0.479524329992138,141,108,33,659,11,648,0.177254073116357,0.567882167877153,0.74513624099351
057,omission,0.644621285934972,866.666666666667,0.527480709778266,141,108,33,659,13,646,3.26830194401334,2.49310803990625,5.76140998391959
058,omission,0.249052084889773,166.666666666667,0.577342178141628,149,99,50,651,25,626,0.137786772686556,0.27971338416898,0.417500156855536
059,omission,0.0247067182871344,66.6666666666667,0.661444202696381,146,56,90,654,16,638,1.08520595596787,1.41612429307607,2.50133024904394
060,omission,0.31133281362722,933.333333333333,0.497463323371007,141,105,36,659,8,651,5.41816960694022,5.02003820493349,10.4382078118737
061,omission,0.0845506314705786,900,0.551656813202365,147,95,52,653,18,635,3.57174239226416,1.93185862167866,5.50360101394282
063,omission,-0.144521158384007,33.3333333333333,0.58730658062708,145,86,59,655,0,655,3.50880959229508,5.0150498163747,8.52385940866978
064,omission,0.221075848769625,1266.66666666667,0.480484786569529,138,90,48,662,35,627,1.03300138865523,1.70690991713356,2.73991130578879
065,omission,0.104740831657647,700,0.407144236291267,146,141,5,654,1,653,2.62662849924977,0.555396979347316,3.18202547859709
067,omission,0.164182599909662,1866.66666666667,0.501427399558856,143,108,35,657,5,652,4.83873283398614,5.22452352675484,10.063256360741
068,omission,0.263043477855403,1300,0.542944323352363,147,105,42,653,2,651,5.00182424579774,4.00064357246787,9.0024678182656
069,omission,0.0856176033669054,700,0.431814958358154,148,120,28,652,33,619,5.10961578841621,0.137520300538869,5.24713608895508
070,omission,0.016010252038938,2300,0.467651202145805,143,95,48,657,15,642,3.94955093751502,-0.854991007494324,3.09455993002069
071,omission,0.536225407077661,2366.66666666667,0.477328078542766,145,103,42,655,44,611,1.26294944433188,1.59755674261892,2.86050618695079
072,omission,0.216886015774792,1966.66666666667,0.505730320202842,140,84,56,660,22,638,1.5128928060238,-0.364188236581962,1.14870456944184
073,omission,0.280146482592376,2300,0.667411033644688,147,48,99,653,10,643,-0.0352942608444402,3.66212990686959,3.62683564602515
075,omission,-0.142166927531505,800,0.461755115199199,142,106,36,658,40,618,0.376555534847308,3.29925792823071,3.67581346307802
077,omission,0.378819774024927,1033.33333333333,0.519643231383834,148,79,69,652,21,631,-0.2136945555708,0.406816111228503,0.193121555657703
078,omission,0.317478038460327,933.333333333333,0.510430424167391,143,85,58,657,6,651,4.49787595585634,3.27331132752669,7.77118728338304
079,omission,0.323315468762075,833.333333333333,0.462288364866569,145,127,18,655,3,652,4.58480367451022,4.60031675157834,9.18512042608855
080,omission,0.420426051340431,2866.66666666667,0.571399441315757,149,52,97,651,131,520,0.956929200713414,-0.812701174038777,0.144228026674636
081,omission,0.995736649286225,1900,0.649855303797477,146,143,3,654,11,643,1.25574535479339,1.82533206085803,3.08107741565142
082,omission,0.0895939445174785,900,0.56671739976709,138,105,33,662,58,604,4.71456456280921,2.14130940462732,6.85587396743653
083,omission,0.352250691997475,1566.66666666667,0.475027546407391,137,106,31,663,10,653,4.54632458406348,0.611847975693189,5.15817255975667
084,omission,0.0649273465213099,1066.66666666667,0.609384293736118,143,41,102,657,45,612,1.25555673241278,2.05185169244645,3.30740842485923
086,omission,0.559487980844903,566.666666666667,0.367304868124716,146,138,8,654,21,633,2.66217509850793,2.68312254886604,5.34529764737396
087,omission,0.417544686950303,33.3333333333333,0.280071628762862,142,142,0,658,548,110,4.44985435368166,2.20487838335926,6.65473273704092
088,omission,1.01153861534467,766.666666666667,0.337041257491211,142,142,0,658,7,651,2.61816212350328,1.86795284029657,4.48611496379985
089,omission,0.123046802083662,2600,0.498369125310481,134,56,78,666,13,653,-0.874817872093459,0.0782681057083169,-0.796549766385142
090,omission,0.245716730401095,833.333333333333,0.614376304774649,144,63,81,656,5,651,2.60189758054637,2.68115190750947,5.28304948805584
092,omission,0.180825901086835,1033.33333333333,0.394093996752053,145,130,15,655,1,654,-0.872124112031237,-0.71497355401188,-1.58709766604312
093,omission,0.387101009709274,1100,0.453651951893384,139,74,65,661,2,659,0.78412263223257,3.46286249028253,4.2469851225151
094,omission,0.0429336629192232,1233.33333333333,0.506288494694593,144,92,52,656,12,644,0.231663632679191,5.71591709765526,5.94758073033445
095,omission,0.068770141786759,700,0.574290100477058,145,87,58,655,36,619,0.653018291442756,0.625661668701196,1.27867996014395
096,omission,0.018879761690589,1266.66666666667,0.428939370092537,139,105,34,661,3,658,2.65158764173051,3.00605910605769,5.6576467477882
097,omission,-0.280305087949545,66.6666666666667,0.539360222628836,150,109,41,650,6,644,4.48849362648044,1.14690974057349,5.63540336705394
100,omission,-0.0396162212373717,766.666666666667,0.495311823973229,143,101,42,657,21,636,3.68720567612967,-0.609993501719292,3.07721217441038
101,omission,0.991081736391087,3000,0.558976587427177,144,85,59,656,17,639,3.37816246550339,1.49778931699352,4.87595178249691
102,omission,0.103637555892198,3033.33333333333,0.518015815866244,140,119,21,660,10,650,1.75225625001836,3.25080069511659,5.00305694513495
106,omission,0.253480782409553,900,0.407158206342285,147,118,29,653,265,388,1.50527987092354,0.210080204893992,1.71536007581753
001,standard,0.175219002898961,2266.66666666667,0.562967899408088,138,90,48,662,3,659,5.66215580573317,0.80157650873902,6.46373231447219
002,standard,0.0194577402640749,33.3333333333333,0,137,131,6,663,6,657,-1.2166907546672,5.00263161585698,3.78594086118978
003,standard,0.02585208145602,33.3333333333333,0.58229570944992,142,122,20,658,13,645,-1.30507967787569,0.626637477028827,-0.678442200846859
005,standard,0.159446636326797,2966.66666666667,0.497179164908205,145,90,55,655,8,647,2.05285594556469,2.82904868889549,4.88190463446018
008,standard,0.0307266429606025,33.3333333333333,0.47228018535329,146,133,13,654,2,652,3.84947848209552,2.01384236510383,5.86332084719935
009,standard,0.0239241217408887,600,0.611342986231466,140,95,45,660,9,651,2.24315947400485,1.17997874847927,3.42313822248412
010,standard,0.0408184675078574,700,0.528486125493662,145,81,64,655,7,648,-0.538226899892812,2.79562733253073,2.25740043263792
011,standard,0.137904699541642,1833.33333333333,0.43187144770616,140,119,21,660,3,657,4.32512399004086,1.11849440367795,5.44361839371881
012,standard,0.0683193784813568,2333.33333333333,0.394075941127895,143,133,10,657,2,655,5.75991525740491,4.79183853798565,10.5517537953906
013,standard,0.0633791553162751,233.333333333333,0.703034835260041,139,50,89,661,22,639,-1.55332560450443,0.608077606551118,-0.945247997953307
014,standard,0.0895560592304103,233.333333333333,0.558223910675617,150,74,76,650,26,624,0.37945455616188,-1.31577608100483,-0.936321524842946
015,standard,0.266726153657008,2266.66666666667,0.560221432718796,140,96,44,660,11,649,3.41208108395238,2.50231478413127,5.91439586808365
016,standard,-0.0288562046550515,2100,0.547473565126232,146,95,51,654,18,636,0.668158605190816,2.90734760288344,3.57550620807425
017,standard,0.201911189540281,2233.33333333333,0.513609760801739,152,101,51,648,6,642,5.2442570211358,3.65485730531612,8.89911432645192
018,standard,0.00529852476372892,666.666666666667,0.593204064079946,143,100,43,657,8,649,4.54892784913081,1.64007222131081,6.18900007044161
021,standard,0.0260175712545505,33.3333333333333,0.550490080520696,142,108,34,658,9,649,1.87589777795294,1.60333775883704,3.47923553678999
022,standard,0.0745195236688865,2600,0,137,131,6,663,6,657,1.40724677071131,2.07708129074341,3.48432806145472
023,standard,0.278818776016413,2200,0.461842054403853,146,125,21,654,3,651,2.52716489250055,3.65037441890953,6.17753931141007
027,standard,0.0281224354075125,3033.33333333333,0.538353951290594,146,86,60,654,12,642,2.41689807176631,3.06521383642557,5.48211190819188
028,standard,-0.103985270769494,33.3333333333333,0.61596213859555,144,57,87,656,32,624,1.25525053414501,2.04754902611386,3.30279956025887
029,standard,0.207059644141438,3033.33333333333,0.604774614767839,146,97,49,654,16,638,-0.527234625505109,2.0514680223458,1.52423339684069
030,standard,0.0141616907249408,33.3333333333333,0.527870719360587,145,123,22,655,10,645,1.78121274730322,3.83200080256524,5.61321354986846
031,standard,0.225638183677451,2400,0.503414875308942,143,126,17,657,12,645,5.34186579562023,0.7505824358336,6.09244823145383
032,standard,0.0205888618796622,2166.66666666667,0.600984889879243,145,86,59,655,56,599,1.25350772132932,2.07211916453685,3.32562688586617
034,standard,0.142852413357532,2366.66666666667,0.509735339657009,135,78,57,665,4,661,3.54576913695949,-0.428975929219573,3.11679320773992
036,standard,0.0115213951966046,166.666666666667,0.513680463050851,140,61,79,660,25,635,2.25470375647835,2.39941217212465,4.654115928603
037,standard,0.0303002043314416,2266.66666666667,0.498866799483949,141,72,69,659,7,652,0.552700892447422,-0.512575383948608,0.0401255084988141
038,standard,-0.023996846378233,100,0.522690464549907,148,107,41,652,1,651,1.23465232005157,3.15069185575072,4.38534417580229
039,standard,0.0789586040764957,1866.66666666667,0.471121705877984,145,123,22,655,43,612,2.79471713430922,0.614659203059257,3.40937633736847
053,standard,0.124331970873135,366.666666666667,0.509058358226163,142,84,58,658,7,651,3.23819200508812,0.393284134559913,3.63147613964803
054,standard,-0.0959701913512459,433.333333333333,0.431372952885004,150,138,12,650,2,648,1.25479903705381,2.05953936546884,3.31433840252265
055,standard,0.116630737111923,2333.33333333333,0.497616750378051,141,124,17,659,64,595,2.63268345170179,2.93386341769574,5.56654686939753
056,standard,0.0685820905393073,2000,0.479524329992138,141,108,33,659,11,648,0.177254073116357,0.567882167877153,0.74513624099351
057,standard,0.0264865948635747,33.3333333333333,0.527480709778266,141,108,33,659,13,646,3.26830194401334,2.49310803990625,5.76140998391959
058,standard,0.312116794339353,2633.33333333333,0.577342178141628,149,99,50,651,25,626,0.137786772686556,0.27971338416898,0.417500156855536
059,standard,0.116577299032363,2300,0.661444202696381,146,56,90,654,16,638,1.08520595596787,1.41612429307607,2.50133024904394
060,standard,0.0798522656510907,66.6666666666667,0.497463323371007,141,105,36,659,8,651,5.41816960694022,5.02003820493349,10.4382078118737
061,standard,0.09437892655149,233.333333333333,0.551656813202365,147,95,52,653,18,635,3.57174239226416,1.93185862167866,5.50360101394282
063,standard,0.0823444201198301,33.3333333333333,0.58730658062708,145,86,59,655,0,655,3.50880959229508,5.0150498163747,8.52385940866978
064,standard,0.0179017395380898,66.6666666666667,0.480484786569529,138,90,48,662,35,627,1.03300138865523,1.70690991713356,2.73991130578879
065,standard,0.0640060820650952,1900,0.407144236291267,146,141,5,654,1,653,2.62662849924977,0.555396979347316,3.18202547859709
067,standard,0.0334208209315516,533.333333333333,0.501427399558856,143,108,35,657,5,652,4.83873283398614,5.22452352675484,10.063256360741
068,standard,0.138845743488434,66.6666666666667,0.542944323352363,147,105,42,653,2,651,5.00182424579774,4.00064357246787,9.0024678182656
069,standard,0.145148735811656,700,0.431814958358154,148,120,28,652,33,619,5.10961578841621,0.137520300538869,5.24713608895508
070,standard,0.0797782508835124,33.3333333333333,0.467651202145805,143,95,48,657,15,642,3.94955093751502,-0.854991007494324,3.09455993002069
071,standard,0.102009781683029,33.3333333333333,0.477328078542766,145,103,42,655,44,611,1.26294944433188,1.59755674261892,2.86050618695079
072,standard,-1.54750524994461e-05,1866.66666666667,0.505730320202842,140,84,56,660,22,638,1.5128928060238,-0.364188236581962,1.14870456944184
073,standard,0.0459850201023871,33.3333333333333,0.667411033644688,147,48,99,653,10,643,-0.0352942608444402,3.66212990686959,3.62683564602515
075,standard,0.091078376616978,2100,0.461755115199199,142,106,36,658,40,618,0.376555534847308,3.29925792823071,3.67581346307802
077,standard,0.106860553003349,2166.66666666667,0.519643231383834,148,79,69,652,21,631,-0.2136945555708,0.406816111228503,0.193121555657703
078,standard,0.057262423668408,633.333333333333,0.510430424167391,143,85,58,657,6,651,4.49787595585634,3.27331132752669,7.77118728338304
079,standard,-0.0759890194814961,600,0.462288364866569,145,127,18,655,3,652,4.58480367451022,4.60031675157834,9.18512042608855
080,standard,0.016165674374417,1800,0.571399441315757,149,52,97,651,131,520,0.956929200713414,-0.812701174038777,0.144228026674636
081,standard,0.47859570386805,2933.33333333333,0.649855303797477,146,143,3,654,11,643,1.25574535479339,1.82533206085803,3.08107741565142
082,standard,0.0050161195843409,733.333333333333,0.56671739976709,138,105,33,662,58,604,4.71456456280921,2.14130940462732,6.85587396743653
083,standard,0.23828674061795,2700,0.475027546407391,137,106,31,663,10,653,4.54632458406348,0.611847975693189,5.15817255975667
084,standard,-0.0085560446512396,33.3333333333333,0.609384293736118,143,41,102,657,45,612,1.25555673241278,2.05185169244645,3.30740842485923
086,standard,0.0652550473762192,3033.33333333333,0.367304868124716,146,138,8,654,21,633,2.66217509850793,2.68312254886604,5.34529764737396
087,standard,0.173616284628907,2033.33333333333,0.280071628762862,142,142,0,658,548,110,4.44985435368166,2.20487838335926,6.65473273704092
088,standard,0.105441338021823,2466.66666666667,0.337041257491211,142,142,0,658,7,651,2.61816212350328,1.86795284029657,4.48611496379985
089,standard,0.117476173945005,200,0.498369125310481,134,56,78,666,13,653,-0.874817872093459,0.0782681057083169,-0.796549766385142
090,standard,0.051221946983797,2066.66666666667,0.614376304774649,144,63,81,656,5,651,2.60189758054637,2.68115190750947,5.28304948805584
092,standard,-0.00484776612467958,33.3333333333333,0.394093996752053,145,130,15,655,1,654,-0.872124112031237,-0.71497355401188,-1.58709766604312
093,standard,0.0316465048949822,133.333333333333,0.453651951893384,139,74,65,661,2,659,0.78412263223257,3.46286249028253,4.2469851225151
094,standard,0.013245593560086,500,0.506288494694593,144,92,52,656,12,644,0.231663632679191,5.71591709765526,5.94758073033445
095,standard,0.00516615617055537,633.333333333333,0.574290100477058,145,87,58,655,36,619,0.653018291442756,0.625661668701196,1.27867996014395
096,standard,0.021165207677107,566.666666666667,0.428939370092537,139,105,34,661,3,658,2.65158764173051,3.00605910605769,5.6576467477882
097,standard,0.013368505246527,33.3333333333333,0.539360222628836,150,109,41,650,6,644,4.48849362648044,1.14690974057349,5.63540336705394
