time,time_smi,raw_pupil,preproc_pupil,meancent_pupil
0,2344953.4,5.3,5.20248550260783,0.155063216123421
0.0333333333333333,2344986.4,4.8,5.21499110742991,0.1578397282575
0.0666666666666667,2345019.6,5.5,5.22747654232337,0.160611762235395
0.1,2345053.1,4.6,5.23996181264508,0.163383759674838
0.133333333333333,2345086.2,0,5.25245860697117,0.166158315690091
0.166666666666667,2345119.6,0,5.26496458805065,0.168934911361373
0.2,2345152.6,0,5.27747115851984,0.171711637889793
0.233333333333333,2345185.9,0,5.28997288623281,0.174487289222603
0.266666666666667,2345219.1,4.8,5.30247045304069,0.177262016745359
0.3,2345252.4,4.7,5.31496753533747,0.180036636696274
0.333333333333333,2345285.6,4.6,5.32746663942537,0.182811705528122
0.366666666666667,2345318.9,5.4,5.3399676183994,0.185587190624852
0.4,2345352.1,5.4,5.35246890831954,0.188362744758276
0.433333333333333,2345385.4,5.4,5.36496936029802,0.191138112850705
0.466666666666667,2345418.7,5.4,5.37733632267089,0.19388384339141
0.5,2345451.9,5.4,5.38882167397098,0.196433837390306
0.533333333333333,2345485.3,5.4,5.39774152088965,0.198414234464749
0.566666666666667,2345518.6,5.4,5.40240654687183,0.199449970155235
0.6,2345551.7,5.5,5.40386253040837,0.199773229686758
0.633333333333333,2345585,5.5,5.40903716360938,0.200922109095346
0.666666666666667,2345618.2,5.5,5.42786716697017,0.205102773170359
0.7,2345651.4,5.5,5.46158370139396,0.212588566003142
0.733333333333333,2345684.8,5.5,5.49642959272767,0.220325100260167
0.766666666666667,2345717.9,5.5,5.51531755033826,0.224518631419985
0.8,2345751.4,5.5,5.51404727252856,0.22423660253754
0.833333333333333,2345784.6,5.5,5.50279683716315,0.221738764907922
0.866666666666667,2345817.7,5.5,5.49441565814832,0.219877963646117
0.9,2345850.9,5.5,5.49406393346648,0.219799873232987
0.933333333333333,2345884.2,5.5,5.49853467270756,0.220792473105426
0.966666666666667,2345917.4,5.5,5.50225296551049,0.221618013751581
1,2345950.7,5.5,5.50261320058628,0.221697993654456
1.03333333333333,2345984,5.5,5.50075712270907,0.221285904609489
1.06666666666667,2346017.3,5.5,5.49908775929694,0.220915270175096
1.1,2346050.4,5.5,5.4988435563888,0.22086105189879
1.13333333333333,2346083.8,5.5,5.49961508955334,0.221032348787157
1.16666666666667,2346116.9,5.4,5.49930339007263,0.220963144825999
1.2,2346150.1,5.4,5.49239734048501,0.219429853893542
1.23333333333333,2346183.6,5.4,5.47155221961994,0.214801790569807
1.26666666666667,2346216.8,5.4,5.43717552544354,0.207169428131664
1.3,2346250,5.4,5.40293243287241,0.199566728111568
1.33333333333333,2346283.2,5.4,5.38489079805908,0.195561098740538
1.36666666666667,2346316.4,5.4,5.38648157816247,0.195914285997177
1.4,2346349.7,5.4,5.39749847120722,0.198360272229253
1.43333333333333,2346382.9,5.3,5.40445038926022,0.199903746943502
1.46666666666667,2346416.2,5.3,5.39759556373577,0.198381828850262
1.5,2346449.5,5.3,5.37268830317241,0.192851883504577
1.53333333333333,2346482.7,5.3,5.33508918027218,0.18450407286699
1.56666666666667,2346516.1,5.3,5.30064090805713,0.176855818571105
1.6,2346549.2,5.3,5.28429116653825,0.173225825750919
1.63333333333333,2346582.6,5.2,5.28627101218638,0.173665393892073
1.66666666666667,2346615.7,5.2,5.29040266579663,0.174582709491428
1.7,2346649,5.2,5.27718252271365,0.171647554558389
1.73333333333333,2346682.2,5.2,5.24268448403146,0.163988251040824
1.76666666666667,2346715.5,5.2,5.2040344075737,0.155407106202585
1.8,2346748.7,5.2,5.18259802338892,0.150647769757319
1.83333333333333,2346781.9,5.2,5.18404691881291,0.150969455576035
1.86666666666667,2346815.2,5.3,5.19796638471853,0.154059875154832
1.9,2346848.5,5.3,5.21456256374617,0.157744582380527
1.93333333333333,2346881.7,5.3,5.2354300129323,0.162377603069798
1.96666666666667,2346915,5.3,5.26432014125444,0.168791830368896
2,2346948.2,5.3,5.29423406305569,0.175433361749484
2.03333333333333,2346981.4,5.3,5.31202051222818,0.179382334442303
2.06666666666667,2347014.7,5.3,5.31272162453769,0.179537996392477
2.1,2347048,5.3,5.30365719796178,0.177525499537303
2.13333333333333,2347081.2,5.3,5.29585982294465,0.175794315267767
2.16666666666667,2347114.4,5.4,5.2957668239452,0.175773667497898
2.2,2347147.7,5.4,5.30631895302892,0.178116466175624
2.23333333333333,2347181.1,5.4,5.33026257574969,0.18343246327963
2.26666666666667,2347214.2,5.4,5.36498708259586,0.191142047580428
2.3,2347247.4,5.4,5.39772239763569,0.198409988692761
2.33333333333333,2347280.8,5.4,5.41437660767404,0.202107580045827
2.36666666666667,2347314.1,5.4,5.41256280046591,0.20170487599481
2.4,2347347.3,5.4,5.40217124991151,0.199397729190104
2.43333333333333,2347380.4,5.4,5.39478007036294,0.197756729015084
2.46666666666667,2347413.8,5.4,5.39471267885738,0.19774176665736
2.5,2347446.9,5.4,5.39883576527,0.198657180155336
2.53333333333333,2347480.2,5.4,5.40211561478956,0.199385377001356
2.56666666666667,2347513.4,5.4,5.40233087984765,0.199433170455119
2.6,2347546.7,5.4,5.40061376707051,0.199051934638926
2.63333333333333,2347579.9,5.4,5.39913778801004,0.198724235672795
2.66666666666667,2347613.2,5.4,5.39896585057917,0.198686061880332
2.7,2347646.6,5.4,5.39968266063142,0.198845209065632
2.73333333333333,2347679.7,5.4,5.40034722961564,0.19899275761485
2.76666666666667,2347713,5.5,5.40045725900709,0.199017186496525
2.8,2347746.2,5.5,5.40122127732147,0.199186814927194
2.83333333333333,2347779.7,5.4,5.40797473833635,0.200686227928133
2.86666666666667,2347812.7,5.5,5.42843814981061,0.205229543591094
2.9,2347846.1,5.5,5.4626018936946,0.212814626503035
2.93333333333333,2347879.2,5.5,5.49689753961085,0.220428994491413
2.96666666666667,2347912.4,5.5,5.51510367025093,0.224471145459399
3,2347945.7,5.5,5.51361229451195,0.224140028100849
3.03333333333333,2347979,5.5,5.50257877957103,0.221690351451789
3.06666666666667,2348012.2,5.4,5.49343393363042,0.219659999775111
3.1,2348045.4,5.4,5.48613979874214,0.218040545593323
3.13333333333333,2348078.8,5.4,5.4699979096954,0.214456700474046
3.16666666666667,2348112,5.4,5.43954399575563,0.207695279272354
3.2,2348145.3,5.4,5.40568816199428,0.200178559002913
3.23333333333333,2348178.5,5.4,5.38569362941392,0.195739344497544
3.26666666666667,2348211.7,5.4,5.38552305160815,0.195701472570974
3.3,2348245.1,5.4,5.39627910576381,0.198089546982639
3.33333333333333,2348278.2,5.4,5.40510377458101,0.200048812479892
3.36666666666667,2348311.5,5.4,5.40609108437797,0.200268016402482
3.4,2348344.8,5.4,5.40186538727967,0.199329821134416
3.43333333333333,2348377.9,5.4,5.39797309562957,0.198465649017223
3.46666666666667,2348411.2,5.4,5.39733398900497,0.19832375365723
3.5,2348444.5,5.4,5.39907059838323,0.198709318136476
3.53333333333333,2348477.8,5.4,5.40080684139105,0.199094801273638
3.56666666666667,2348511,5.4,5.40117283184048,0.199176058992737
3.6,2348544.2,5.4,5.40045873496996,0.199017514191896
3.63333333333333,2348577.5,5.4,5.39968418916055,0.198845548431838
3.66666666666667,2348610.7,5.4,5.39948583335486,0.198801509194297
3.7,2348643.9,5.4,5.39977686791091,0.19886612509955
3.73333333333333,2348677.2,5.5,5.40118224355867,0.19917814859577
3.76666666666667,2348710.5,5.5,5.40833706329352,0.200766671829439
3.8,2348743.7,5.5,5.42874653567616,0.205298011858712
3.83333333333333,2348777.1,5.5,5.46263583432973,0.212822162051026
3.86666666666667,2348810.2,5.5,5.49674613950405,0.220395380424793
3.9,2348843.6,5.5,5.51496462335895,0.224440274071067
3.93333333333333,2348876.9,5.5,5.51359007641443,0.2241350952073
3.96666666666667,2348910,5.5,5.50264158845954,0.221704296370372
4,2348943.3,5.5,5.49455751060987,0.219909457930987
4.03333333333333,2348976.5,5.5,5.49426537227693,0.219844596963622
4.06666666666667,2349009.8,5.5,5.49861150075714,0.22080953057805
4.1,2349043.2,5.5,5.5021971443162,0.221605620250789
4.13333333333333,2349076.2,5.5,5.50252477132821,0.221678360465055
4.16666666666667,2349109.6,5.5,5.50071961932561,0.221277578055058
4.2,2349142.8,5.5,5.49910926875556,0.220920045735632
4.23333333333333,2349176,5.5,5.49888219430079,0.220869630342856
4.26666666666667,2349209.3,5.5,5.49963314302845,0.221036357045328
4.3,2349242.5,5.5,5.50035649968094,0.221196957716107
4.33333333333333,2349275.9,5.5,5.50049318151289,0.221227304010454
4.36666666666667,2349309,5.5,5.50018306871888,0.221158452327728
4.4,2349342.4,5.5,5.49985946693608,0.221086605800562
4.43333333333333,2349375.5,5.5,5.49978336312982,0.221069709125468
4.46666666666667,2349408.9,5.5,5.49991029444217,0.221097890595613
4.5,2349442,5.5,5.50005439856635,0.221129884797818
4.53333333333333,2349475.3,5.5,5.50009474302142,0.221138842131
4.56666666666667,2349508.5,5.5,5.50004331159712,0.221127423253171
4.6,2349541.9,5.5,5.49997942860503,0.221113239860588
4.63333333333333,2349575.2,5.5,5.4999587476855,0.221108648253476
4.66666666666667,2349608.3,5.5,5.49997934219356,0.221113220675389
4.7,2349641.7,5.5,5.50000753753385,0.221119480644863
4.73333333333333,2349675.2,5.5,5.50001788156632,0.221121777241635
4.76666666666667,2349708,5.5,5.50000975153099,0.221119972199651
4.8,2349741.2,5.5,5.49999736148009,0.221117221342962
4.83333333333333,2349774.5,5.4,5.49999228443378,0.221116094129934
4.86666666666667,2349807.8,5.5,5.49999543777029,0.221116794238182
4.9,2349841,5.5,5.50000085871641,0.221117997804334
4.93333333333333,2349874.3,5.5,5.50000331331884,0.221118542778652
4.96666666666667,2349907.7,5.5,5.50000211768231,0.221118277321731
5,2349940.8,5.5,5.49999975628473,0.221117753040889
5.03333333333333,2349974.1,5.5,5.49999858421643,0.221117492816622
5.06666666666667,2350007.3,5.5,5.49999902392366,0.221117590441045
5.1,2350040.6,5.5,5.50000004797989,0.221117817803461
5.13333333333333,2350073.8,5.5,5.50000060179241,0.221117940761704
5.16666666666667,2350107,5.5,5.5000004470222,0.221117906399401
5.2,2350140.5,5.5,5.50000000495371,0.22111780825073
5.23333333333333,2350173.5,5.5,5.49999974563449,0.221117750676308
5.26666666666667,2350206.7,5.5,5.49999979647353,0.221117761963664
5.3,2350240,5.5,5.4999999864049,0.221117804132495
5.33333333333333,2350273.3,5.5,5.50000010686537,0.2211178308773
5.36666666666667,2350306.5,5.5,5.50000009215894,0.221117827612158
5.4,2350339.9,5.5,5.50000001095956,0.221117809584156
5.43333333333333,2350373,5.5,5.49999995539967,0.221117797248671
5.46666666666667,2350406.2,5.5,5.49999995848356,0.22111779793336
5.5,2350439.5,5.5,5.4999999930169,0.221117805600502
5.53333333333333,2350472.9,5.5,5.50000001847787,0.221117811253383
5.56666666666667,2350506.1,5.5,5.50000001861145,0.22111781128304
5.6,2350539.5,5.6,5.50000000400639,0.221117808040403
5.63333333333333,2350572.5,5.6,5.49999999240754,0.221117805465211
5.66666666666667,2350606,0,5.4999999916957,0.221117805307167
5.7,2350639.2,0,5.49999999783554,0.221117806670343
5.73333333333333,2350672.3,5.5,5.50000000309043,0.22111780783704
5.76666666666667,2350705.5,5.7,5.50000000368853,0.221117807969832
5.8,2350738.8,5.6,5.50000000112428,0.221117807400513
5.83333333333333,2350772,5.6,5.49999999875583,0.221117806874666
5.86666666666667,2350805.3,5.5,5.49999999836893,0.221117806788766
5.9,2350838.7,5.5,5.49999999943212,0.221117807024817
5.93333333333333,2350871.8,5.5,5.50000000049439,0.221117807260664
5.96666666666667,2350905,5.5,5.50000000071812,0.221117807310336
6,2350938.3,4.9,5.50000000028087,0.221117807213259
6.03333333333333,2350971.5,5.6,5.50106119112843,0.221353414311575
6.06666666666667,2351004.8,5.6,5.50811264700612,0.222918988554954
6.1,2351038,5.6,5.5286394378628,0.227476375798364
6.13333333333333,2351071.3,5.6,5.56268100712515,0.235034333327386
6.16666666666667,2351104.8,5.6,5.59684365310184,0.24261917248039
6.2,2351138,5.6,5.61501545093394,0.246653700829612
6.23333333333333,2351171.2,5.6,5.61357383350002,0.246333630880583
6.26666666666667,2351204.3,5.5,5.60153821702135,0.243661466225649
6.3,2351237.7,5.5,5.58642097271524,0.240305114186151
6.33333333333333,2351270.8,5.5,5.56563145758986,0.235689396527672
6.36666666666667,2351304,5.5,5.53594865406625,0.229099178355155
6.4,2351337.4,5.5,5.50536462656322,0.222308869155455
6.43333333333333,2351370.7,5.5,5.48750761242357,0.218344229528461
6.46666666666667,2351403.8,5.4,5.48713800483259,0.21826216872646
6.5,2351437.2,5.5,5.49650470893074,0.220341777666199
6.53333333333333,2351470.3,5.5,5.50434900593196,0.222083379621247
6.56666666666667,2351503.6,5.5,5.50536556431531,0.222309077356506
6.6,2351536.9,5.5,5.50172920578591,0.221501727874064
6.63333333333333,2351570.2,5.5,5.49828485307229,0.220737007795388
6.66666666666667,2351603.3,5.5,5.4976585991442,0.220597966009319
6.7,2351636.8,5.5,5.49914654744471,0.220928322403112
6.73333333333333,2351669.8,5.5,5.5006792054111,0.221268605300391
6.76666666666667,2351703.1,0,5.50102826122264,0.221346103167147
6.8,2351736.4,0,5.50041842963808,0.221210707493099
6.83333333333333,2351769.6,0,5.49973592097176,0.221059175950192
6.86666666666667,2351802.9,0,5.49954993071281,0.221017882128892
6.9,2351836.1,5.5,5.49979754438705,0.22107285766833
6.93333333333333,2351869.4,5.5,5.50010033037063,0.221140082642202
6.96666666666667,2351902.5,5.5,5.50019612272893,0.221161350597569
7,2351936,5.5,5.50009674999306,0.221139287721692
7.03333333333333,2351969,5.5,5.4999630109987,0.221109594800324
7.06666666666667,2352002.4,5.5,5.49991492105095,0.221098917801862
7.1,2352035.7,5.5,5.49995425359385,0.22110765046887
7.13333333333333,2352068.8,5.5,5.50001306706307,0.22112070831879
7.16666666666667,2352102,5.5,5.50003673902692,0.221125964001806
7.2,2352135.3,5.5,5.5000214330888,0.221122565755698
7.23333333333333,2352168.6,4.9,5.49999568168836,0.221116848393219
7.26666666666667,2352201.8,5.6,5.50104540141181,0.221349908656277
7.3,2352235.1,5.6,5.50810268590892,0.222916776978013
7.33333333333333,2352268.4,5.6,5.52864070246389,0.227476656566893
7.36666666666667,2352301.6,5.5,5.56162656858953,0.234800225386951
7.4,2352334.9,5.5,5.58873560229176,0.240819011530304
7.43333333333333,2352368.2,5.5,5.5863757375217,0.24029507100427
7.46666666666667,2352401.3,5.5,5.55088995348148,0.232416466860229
7.5,2352434.5,5.5,5.50575364806973,0.222395240262541
7.53333333333333,2352467.8,5.5,5.47933089759041,0.216528823694504
7.56666666666667,2352501.1,5.4,5.47907936489912,0.216472978049338
7.6,2352534.5,5.4,5.48935828191574,0.218755117796104
7.63333333333333,2352567.6,5.4,5.48994042942917,0.218884367013383
7.66666666666667,2352600.8,5.4,5.47342731472615,0.215218101846951
7.7,2352634.3,0,5.44696055597425,0.209341914499767
7.73333333333333,2352667.4,0,5.42173216257304,0.20374067078558
7.76666666666667,2352700.7,0,5.40309037111518,0.199601793784418
7.8,2352733.9,0,5.38897300903074,0.19646743701509
7.83333333333333,2352767.1,0,5.37466693180101,0.193291181441326
7.86666666666667,2352800.3,0,5.35761733452736,0.189505805653034
7.9,2352833.7,5.2,5.33851527584791,0.185264739469996
