,withinsub,betweensub
0,0.43884246128426596,0.06621776960834813
1,0.841432884399728,0.39117237546525363
2,0.6218880651887677,0.9118146378232993
3,0.35048530550823276,0.8483542505218475
4,0.26924090335806605,0.7164112715004326
5,0.5963469121280034,0.4928543420662651
6,0.46009495744045914,0.5565512990991144
7,0.6036388350858068,0.7029341998232252
8,0.8810947462660756,0.7307925971300704
9,0.9481349165606563,0.6723592485199329
10,0.938309985951212,0.5663855975232934
11,0.9280687573819654,0.6683266406112285
12,0.955479602845574,0.7005469216119152
13,0.8498650122046765,0.030984256644526177
14,0.5565958087031189,0.7528340357469548
15,0.50252106138695,0.5141746368549116
16,0.7966295884908385,0.9346030226268196
17,0.6605273719442479,0.32895632786658824
18,0.8693976906516042,0.7319712240518739
19,0.8380907337692476,0.4952928491352993
20,0.974309526561105,0.23470012815302954
21,0.9167261706472289,0.1404200085649556
22,0.9743066347196131,-0.10474104849826965
23,0.9185406873006098,0.25544802241541925
24,0.9607266562809338,0.3597418007740946
25,0.9039183421207039,0.4696899494376201
26,0.923833048991387,0.6259733056392609
27,0.9426603754339457,0.7486331615137606
28,0.8621693974647731,0.8072760335473442
29,0.9474519457275505,0.8546749445340471
30,0.8281222772111966,0.6784077139007059
31,0.6662849906641533,0.8155451736138979
32,0.7344228710500782,0.7350225080796023
33,0.805583851061642,0.8270385855613469
34,0.8023288396107495,0.4286105058356078
35,0.7619222014748097,0.659922702361782
36,0.720111783754565,0.7705072526349919
37,0.9425427252494881,0.8421872829839615
38,0.8190725605699054,0.6012417529390992
39,0.8758590550375526,0.7836755570206981
40,0.9385324467702841,-0.2970864772124756
41,0.9134080898222762,-0.46286404680406057
42,0.8504406706179095,0.8008997013544278
43,0.8473441148154902,0.7633084034121935
44,0.8503605616015956,0.3470163421399791
45,0.8944151518528628,0.23272787555437313
46,0.9871395793955704,0.0026091521330822145
47,0.9359545796227589,-0.03174249384104369
48,0.8440749270119146,0.19673644109275745
49,0.923627853113631,0.04836341717034896
50,0.8825811300735227,0.26108156188319437
51,0.8879078197852457,0.4033428326072377
52,0.7491784757933473,-0.23984174386045884
53,0.6732500334381761,0.8491371512000206
54,0.8861992179453948,0.5637187324674945
55,0.9097230306489547,0.7963372719818024
56,0.922377249755183,0.6198174517658359
57,0.9190769389466722,0.4902020958761518
58,0.7931451786237875,0.257650126203143
59,0.9363545058167191,0.8018656349146986
60,0.8442646583671636,0.5488810870218106
61,0.9187179848389306,-0.4272636137353464
62,0.9673525955121407,0.6498876481099483
63,0.761704648390262,0.7863711590015522
64,0.6173244882555512,0.7150207233402871
65,0.8659824522499782,0.8305275527841474
66,0.6744971450016646,0.8476062880122033
67,0.8248245103504357,0.9159773233064773
68,0.6576888579217295,0.8348994781777839
69,0.5842081273914925,0.6897208096452967
70,0.8599617816807952,0.3389141753814586
71,0.4540626749269273,0.5401469230963657
72,0.87633271473273,0.7880203640923724
73,0.7162653134418207,0.5305161993527105
74,0.6944515064917534,0.7437731318962604
75,0.7320932979263051,0.7736894860429908
76,0.48532506780704066,0.9493537655684389
77,0.530114271163538,0.7932148085020723
78,-0.08182047339468934,0.7646828753768744
79,0.917857584246287,0.3565517624078119
80,0.7468911244604043,0.778424732479584
81,0.7009908113884595,0.5739182889251434
82,0.7109305656830778,0.6523626988490301
83,0.5181089970758614,0.25258347113913737
84,0.7380928912572551,0.12639056562022494
85,0.2661984609360665,0.3362224309434012
86,0.26415795426402794,0.6897607471929019
87,0.4869588218432633,0.5137536350902057
88,0.5933846461290333,0.32945879278649065
89,0.19471662201070145,0.044566413282048536
90,-0.1413944772851597,0.15849574769349525
91,-0.4990630997093966,0.31801037028553103
92,-0.5217034374561302,0.39730367861530214
93,0.7427525791409556,0.38346390096586486
94,0.7832765336981832,0.1542374954242853
95,0.7126503486068858,0.6792608338079272
96,0.9265227526512727,0.5427680257068895
97,0.9095779035034205,0.10865429312485858
98,0.7973770545673999,0.5164907259678679
99,0.7441370258615334,0.4359455290893953
100,0.08514091507293335,0.7507576415254226
101,0.307979407443549,0.33832794385783
102,0.6345185093350043,0.7746274210052679
103,0.9304359310965227,0.41092336377060135
104,0.8673238339926785,0.5339609572619818
105,0.773713670476958,0.3761638527597943
106,0.3355998649124162,0.27323625683846786
107,0.5085545771796863,0.3098250827804021
108,0.7626909198018772,0.4874354606250381
109,0.8873237498375066,0.5465350555589159
110,0.8375839633406204,0.5740960272051947
111,0.37107938220275744,0.6515588097702075
112,0.5412743949025179,0.891091963771471
113,0.7870904702601886,0.8458207105845311
114,0.8795399106007158,0.6737689025157416
115,0.4726408076742691,0.933356906379817
116,0.7226851047410432,0.827135547132088
117,0.9336101222593045,0.8512510493776555
118,0.5723288967579481,0.6427540088576886
119,0.7225078745386218,0.8025706435714789
120,0.7974480121520497,0.8107173508396643
121,0.878285629965343,0.8219238774149189
122,0.6189555814511569,0.7495579443894868
123,0.8625772687745938,0.6690347758443924
124,0.8666504079288172,0.04283254994489201
125,0.8772727765102375,-0.28578526549046646
126,0.605570076167538,0.5011300782791901
127,0.8179845829575709,0.5567960831954404
128,0.7836867597520552,0.4589613921845451
129,0.8606073362783827,0.28635156564864583
130,0.7180856385546992,0.042204254021495934
131,0.6622657595206525,-0.1152899801126329
132,0.9550210303065053,0.0720470943697041
133,0.7685590074826105,0.05902442440413119
134,0.8797425549084865,0.23988415518246625
135,0.9328804164977594,0.3235397729229228
136,0.8327079621991162,-0.18986755691291174
137,0.8462481556121446,0.8024000193848178
138,0.8369280775621858,0.5276941417894153
139,0.7906497098833891,0.5272380573354213
140,0.9126310622866649,0.5459241151578184
141,0.9424279228803634,0.4761550861794166
142,0.837366895216888,0.4423764385496942
143,0.859125691851059,0.6217241106770315
144,0.8523126742791775,0.745076991545151
145,0.8958375608367232,-0.05540771721701952
146,0.804355076223833,0.7506052165292375
147,0.44482940559960416,0.7105624784341136
148,0.8839372502696021,0.6473650141734046
149,0.5481855829824684,0.6099819759651917
150,0.898493265700996,0.7514141160312129
151,0.7524060131737084,0.8196007191050061
152,0.9459860407275986,0.746191944769035
153,0.6848738545449343,0.6807594292804732
154,0.8206378325033972,0.6545063570087072
155,0.9239438911343298,0.7018271824186443
156,0.892941297361393,0.7518065125480808
157,0.7398603065836189,0.7601664811450707
158,0.8207814844470913,0.8098008226401274
159,0.7511547323160885,0.8218789863305974
160,0.5320507614386268,0.8811032127468021
161,,0.8465230784054867
162,,0.8296884301420615
163,,0.5501587351698933
164,,0.8178563865805725
165,,0.6058365375215922
166,,0.48424392016620943
167,,-0.010391225716860821
168,,0.7473455906239117
169,,0.6631591832028111
