sub107_1,sub107_2,sub107_3,sub107_4,sub107_5,sub107_6,sub107_7,sub107_9,sub108_2,sub108_3,sub109_1,sub109_2,sub109_3,sub109_4,sub109_5,sub109_6,sub109_7,sub109_8,sub109_9,sub110_1,sub110_2,sub110_4,sub110_5,sub110_6,sub110_7,sub110_9,sub111_1,sub111_2,sub111_5,sub111_7,sub111_9,sub112_1,sub112_2,sub112_3,sub112_4,sub112_5,sub112_6,sub112_7,sub112_9,sub113_1,sub113_2,sub113_3,sub113_4,sub113_5,sub113_6,sub113_7,sub113_8,sub113_9,sub114_5,sub114_7
-0.134875738446537,-0.133900926847521,-0.247163062201714,-0.11417605115101,-0.041492248510846,-0.217634006177128,-0.252121542858018,-0.0106751636863182,-0.126173321730265,-0.139345287563776,-0.105605814384198,-0.10411247472221,-0.171364772095746,-0.124038672955758,-0.173424025760801,-0.209160398453646,-0.284561706215285,0.0888114943754879,-0.243086864201127,-0.147444895256486,-0.0613319421190501,-0.0506533759067847,-0.183072670638551,0.122450300911496,-0.068935432464913,-0.140743977405102,-0.131136437796587,-0.235700805082012,0.0944828704709208,-0.0902113862509884,0.132758216535738,-0.155456062982798,-0.113798670999151,-0.12413213251039,-0.222158334943929,-0.37694680459732,-0.609159866737672,-0.336621623119969,-0.0784674511810977,-0.183630830682018,-0.334050855345332,-0.180815279504447,-0.125428806881797,0.142483444830581,-0.191113312149036,-0.133157199458046,-0.0507403842880521,-0.0953250480338886,-0.192093821267498,-0.0529560217325047
-0.130892757940951,-0.141284495854771,-0.244414535253188,-0.140204335980689,-0.0549921485455898,-0.175369442330002,-0.244769407558684,-0.00804059416548222,-0.0303456532399289,-0.00867833066233762,-0.108051917417701,-0.0989027184860916,-0.144022262695682,-0.0660782482416981,-0.162011710234027,-0.17938696828152,-0.294088734692879,0.0585329999575363,-0.225661070718834,-0.144277889713825,0.0732489608442861,-0.0222252813792595,-0.102735168121105,0.121783830713787,-0.0764051176730365,-0.0248122762068829,-0.148793026856924,-0.184048792425886,0.0882827949145459,-0.105880051811041,0.0652540661215749,-0.11764646428982,-0.117406243313209,-0.123147574954395,-0.222644569659042,-0.356538666960483,-0.488427859846004,-0.233177607378749,0.0875699608892253,-0.22362012048056,-0.358597864732986,-0.156425763363571,-0.108519918888235,0.112907083949762,-0.231451128606293,-0.133601690724435,-0.0993937743342747,-0.15242453810247,-0.0879281983207833,0.00583513351282735
-0.134303040613704,-0.13715063065218,-0.229861813789528,-0.166198071376914,-0.0846565290972137,-0.151295775829062,-0.285916221769573,-0.0221126055091052,0.0335676846728708,0.0344761298146022,-0.112176440512277,-0.0926998313561747,-0.119960042923654,-0.0228016736168839,-0.138445937216115,-0.158446774498892,-0.285845545126682,0.0421695764095811,-0.206538936075613,-0.126710649893584,0.0257805446747706,0.0309081872159843,-0.0697192598101664,0.113679101003179,-0.0731395722730237,-0.0140199026846572,-0.158555254804228,-0.137135081762288,0.0893636006040699,-0.125703810737144,0.02087605664014,-0.0864184411691092,-0.108416438928832,-0.129707197339135,-0.213766224864406,-0.340947452563421,-0.338644028075174,-0.21880346107372,0.00874858811011547,-0.23869669560951,-0.359174658329258,-0.137909782433241,-0.0882288485142324,0.0794759933776992,-0.253784204787578,-0.139386045907563,-0.142653890324122,-0.203054251785338,0.010135727692789,0.0577206789250145
-0.134022982692684,-0.13020883332491,-0.216637885740913,-0.192504643084374,-0.122354402822366,-0.147626972972438,-0.325270890175686,-0.0526566427576425,0.0131598259942759,0.0190702997003572,-0.110152287124053,-0.0836761597280583,-0.110358340452684,0.00581236063948145,-0.102899180750963,-0.146743925037498,-0.256454540996044,0.024609897144126,-0.186113463620508,-0.100726200064388,-0.0924110376023199,0.0861788721229262,-0.0811247333638218,0.0943982243312726,-0.0692556964974508,-0.0614597328475349,-0.160276791296497,-0.102176214515807,0.0811160249617483,-0.140810548873158,0.0160909167052175,-0.0730007583713336,-0.0840972171470548,-0.140202953969075,-0.205589238976472,-0.322068368109138,-0.215383254261336,-0.259310227781367,-0.151760323092749,-0.234560601166634,-0.337916783644144,-0.126530437537121,-0.0798902905605123,0.0485062504977517,-0.252839456759582,-0.157520681689564,-0.169987001075025,-0.230773393491791,0.0622467968521153,0.0886866039480988
-0.122369128490658,-0.123432831603323,-0.213585117336083,-0.220756463580477,-0.155163156631415,-0.166777265981056,-0.320294043898798,-0.082559575126558,-0.0392519651202011,-0.0352476440259004,-0.0932514337534346,-0.0716321307634901,-0.103332901287055,0.0166645296250422,-0.0675026260693956,-0.148765987847149,-0.215705809954107,0.00526196191955628,-0.170162581735539,-0.0890336586985517,-0.162641182993773,0.0909697776016191,-0.111129158382644,0.0703999167009032,-0.0538268552747936,-0.0983723391257264,-0.147213740911647,-0.0951899079307141,0.0601815370169236,-0.143773106909293,0.0370733257253856,-0.0711049067701748,-0.0491467248457748,-0.137122777645354,-0.185879971967659,-0.302058885737273,-0.196634923044857,-0.294647118506936,-0.231287065779613,-0.215133428516388,-0.300610937453101,-0.116963955081427,-0.093174886687361,0.0175944070156693,-0.22883384641918,-0.184521751827438,-0.16983673028422,-0.225897148235786,0.0765138527305534,0.0939643627834476
-0.109995396360844,-0.113763710133243,-0.220747256109825,-0.242803678424334,-0.162783603430841,-0.187136693091073,-0.287151596057284,-0.104965114105024,-0.0574995283077115,-0.0811684251193114,-0.068909712598302,-0.0645310169386507,-0.092598087016273,0.0195964009560525,-0.0456454770990769,-0.15588018240514,-0.178155699902822,-0.00651826195070724,-0.157453536760176,-0.0854858691471083,-0.147545401666089,0.0587944675509937,-0.128783601899018,0.0493995948799893,-0.0349498491447391,-0.0863478464021923,-0.121296497498345,-0.107120016447151,0.033724193776921,-0.135850920404669,0.0537577389256045,-0.0626113723138526,-0.00707338936189401,-0.110118525800625,-0.152123312951725,-0.266991097771161,-0.236451121448024,-0.270054203003401,-0.185894869198218,-0.189717857369471,-0.260501599103049,-0.0974630325245196,-0.119212864964658,-0.00822008660453588,-0.19583559078503,-0.205473791643925,-0.155544405689604,-0.203879221742548,0.0593667292627486,0.0732251931267851
-0.102217966642053,-0.0970652956914557,-0.22628148657233,-0.240833709107689,-0.146519106104685,-0.192251090260794,-0.240727729828768,-0.115745178733983,-0.0448105841764554,-0.0915883363473476,-0.0423179987751823,-0.0632264966703622,-0.0643121523109197,0.0268680481280068,-0.0419123020708128,-0.157873944529645,-0.145314807400751,-0.000132919455570274,-0.142087760032629,-0.0605595639426143,-0.0790390225512222,0.0250493942553544,-0.104371520177728,0.0386085999445005,-0.0365512779245062,-0.0430412263189348,-0.0869364431742742,-0.128677887636974,0.0105638208404652,-0.114646012585123,0.0471017622343306,-0.0397714560876753,0.0335933662324935,-0.0668238323478666,-0.105476771104906,-0.224567292498233,-0.276127532864146,-0.20033134453679,-0.0925666612764325,-0.169438376971206,-0.206415886699498,-0.0726474755752674,-0.144299882322374,-0.0398991070957632,-0.169673973738909,-0.211239207927389,-0.139974108119486,-0.176413541230869,0.0504622976282405,0.0375583856348559
-0.104429981032131,-0.0728617373346375,-0.215617461360035,-0.208668092446332,-0.12178769456243,-0.176617400721627,-0.197319669534613,-0.110884429110968,-0.0265319882334567,-0.0643800105879802,-0.0237322838697344,-0.0625224530346661,-0.0213392292376622,0.0459422030087871,-0.0396527439437633,-0.143094882188184,-0.105758893853071,0.0227112797415778,-0.105213258500654,-0.0164096272003433,0.00699878718241631,0.0121618566150916,-0.0509891391133574,0.0406988647346658,-0.0605473015379153,-0.00267009363772053,-0.0535421617360956,-0.14716265033277,-0.0031832014004196,-0.0881949976408873,0.0271818886112349,-0.00573696968483336,0.0718010325137857,-0.0112827446033852,-0.0631883089979331,-0.173973303643066,-0.270324263834236,-0.121824237829258,-0.0405234194281311,-0.156735725669743,-0.143917717069456,-0.049058505730392,-0.151755222645744,-0.0745036700637571,-0.157287082346121,-0.192844634177117,-0.135703767256948,-0.154119006662447,0.0469559231118659,0.0104789537113909
-0.107021354877145,-0.0499131516027414,-0.182095384354835,-0.148199589371977,-0.110718300540136,-0.13985014092408,-0.15562898063496,-0.0964977510455664,-0.0350744984892857,-0.0202867693543737,-0.00805794713863961,-0.0552091903032889,0.0215986076514019,0.0729391729596932,-0.0228887578173818,-0.117532510183536,-0.0548549260813173,0.0503820411125335,-0.0503407214070542,0.019118019199575,0.0813434756694284,0.0108641915485103,-0.00196743778652758,0.042248190785425,-0.0921708030707391,0.0159185455245939,-0.0177811390820767,-0.0937624241129581,-0.0147949216057529,-0.0715640737465063,0.0142249880008299,0.0300125567129824,0.096112406658484,0.0414488501586898,-0.0432742426504203,-0.126251855480371,-0.231447277270581,-0.0696252006306162,-0.053414094499123,-0.147175034014671,-0.0802763676606227,-0.0400408811700153,-0.143005066243943,-0.105795827431291,-0.149629133014535,-0.163054860926668,-0.137200133931247,-0.131404725704033,0.0508819309771395,0.000415743150348997
-0.105308832317084,-0.0335314610198463,-0.141648989004995,-0.0839834191968399,-0.109166817433384,-0.0911835914632458,-0.112967815242783,-0.0795430099189521,-0.0625580193529361,0.0245917472068011,0.011603366133069,-0.0396587509247671,0.0478523008993338,0.0945061112618838,0.013366238973025,-0.0915729079065008,0.00117622921726684,0.0696869888687917,0.00326844660252869,0.0195401300098454,0.133792621532855,0.0140736341684462,0.000117509395946026,0.0422487881272919,-0.100682952642632,0.0133400933195539,0.020104339282412,-0.0611300117123949,-0.0175695699070641,-0.0665498998755182,0.0189982344859881,0.0600212025512734,0.106798463380313,0.0762655724690347,-0.0397705192913548,-0.0722798545191351,-0.175578065661341,-0.0404627485113002,-0.0853218313141966,-0.138143402827223,-0.0280735101895128,-0.0426376413617167,-0.117694470577859,-0.119331130689995,-0.13102086129253,-0.134953517410623,-0.131724594159944,-0.101287830974286,0.0529583659483969,0.0022269744328789
